   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1973.000       36.957       63.043        0.302       99.698   1.5773E-01   2.0677E-01   2.1183E-01
     1973.000       37.068       62.932        0.303       99.697   1.5896E-01   2.0591E-01   2.1171E-01
     1973.000       37.178       62.822        0.304       99.696   1.6019E-01   2.0505E-01   2.1159E-01
     1973.000       37.288       62.712        0.305       99.695   1.6142E-01   2.0421E-01   2.1146E-01
     1973.000       37.399       62.601        0.306       99.694   1.6266E-01   2.0337E-01   2.1133E-01
     1973.000       37.509       62.491        0.307       99.693   1.6389E-01   2.0254E-01   2.1119E-01
     1973.000       37.619       62.381        0.308       99.692   1.6513E-01   2.0171E-01   2.1105E-01
     1973.000       37.729       62.271        0.309       99.691   1.6637E-01   2.0089E-01   2.1091E-01
     1973.000       37.839       62.161        0.310       99.690   1.6761E-01   2.0007E-01   2.1077E-01
     1973.000       37.949       62.051        0.311       99.689   1.6886E-01   1.9927E-01   2.1062E-01
     1973.000       38.059       61.941        0.312       99.688   1.7011E-01   1.9846E-01   2.1048E-01
     1973.000       38.169       61.831        0.313       99.687   1.7136E-01   1.9767E-01   2.1032E-01
     1973.000       38.278       61.722        0.314       99.686   1.7261E-01   1.9688E-01   2.1017E-01
     1973.000       38.388       61.612        0.315       99.685   1.7386E-01   1.9610E-01   2.1001E-01
     1973.000       38.498       61.502        0.316       99.684   1.7511E-01   1.9532E-01   2.0986E-01
     1973.000       38.607       61.393        0.317       99.683   1.7637E-01   1.9455E-01   2.0969E-01
     1973.000       38.717       61.283        0.318       99.682   1.7763E-01   1.9378E-01   2.0953E-01
     1973.000       38.826       61.174        0.319       99.681   1.7889E-01   1.9302E-01   2.0936E-01
     1973.000       38.935       61.065        0.320       99.680   1.8015E-01   1.9226E-01   2.0919E-01
     1973.000       39.044       60.956        0.321       99.679   1.8141E-01   1.9152E-01   2.0902E-01
     1973.000       39.154       60.846        0.322       99.678   1.8268E-01   1.9077E-01   2.0885E-01
     1973.000       39.263       60.737        0.323       99.677   1.8395E-01   1.9003E-01   2.0867E-01
     1973.000       39.372       60.628        0.324       99.676   1.8522E-01   1.8930E-01   2.0849E-01
     1973.000       39.481       60.519        0.325       99.675   1.8649E-01   1.8857E-01   2.0831E-01
     1973.000       39.590       60.410        0.326       99.674   1.8776E-01   1.8785E-01   2.0813E-01
     1973.000       39.698       60.302        0.327       99.673   1.8903E-01   1.8713E-01   2.0794E-01
     1973.000       39.807       60.193        0.328       99.672   1.9031E-01   1.8642E-01   2.0776E-01
     1973.000       39.916       60.084        0.329       99.671   1.9158E-01   1.8571E-01   2.0757E-01
     1973.000       40.024       59.976        0.330       99.670   1.9286E-01   1.8501E-01   2.0738E-01
     1973.000       40.133       59.867        0.331       99.669   1.9414E-01   1.8431E-01   2.0718E-01
     1973.000       40.241       59.759        0.332       99.668   1.9542E-01   1.8362E-01   2.0698E-01
     1973.000       40.350       59.650        0.333       99.667   1.9670E-01   1.8293E-01   2.0679E-01
     1973.000       40.458       59.542        0.334       99.666   1.9799E-01   1.8225E-01   2.0659E-01
     1973.000       40.566       59.434        0.335       99.665   1.9927E-01   1.8158E-01   2.0638E-01
     1973.000       40.675       59.325        0.336       99.664   2.0056E-01   1.8090E-01   2.0618E-01
     1973.000       40.783       59.217        0.337       99.663   2.0185E-01   1.8023E-01   2.0597E-01
     1973.000       40.891       59.109        0.338       99.662   2.0314E-01   1.7957E-01   2.0576E-01
     1973.000       40.999       59.001        0.339       99.661   2.0443E-01   1.7891E-01   2.0555E-01
     1973.000       41.107       58.893        0.340       99.660   2.0572E-01   1.7826E-01   2.0534E-01
     1973.000       41.214       58.786        0.341       99.659   2.0701E-01   1.7761E-01   2.0513E-01
     1973.000       41.322       58.678        0.342       99.658   2.0830E-01   1.7696E-01   2.0491E-01
     1973.000       41.430       58.570        0.343       99.657   2.0960E-01   1.7632E-01   2.0469E-01
     1973.000       41.538       58.462        0.344       99.656   2.1090E-01   1.7568E-01   2.0447E-01
     1973.000       41.645       58.355        0.345       99.655   2.1219E-01   1.7505E-01   2.0425E-01
     1973.000       41.753       58.247        0.346       99.654   2.1349E-01   1.7442E-01   2.0403E-01
     1973.000       41.860       58.140        0.347       99.653   2.1479E-01   1.7380E-01   2.0380E-01
     1973.000       41.968       58.032        0.348       99.652   2.1609E-01   1.7318E-01   2.0358E-01
     1973.000       42.075       57.925        0.349       99.651   2.1739E-01   1.7256E-01   2.0335E-01
     1973.000       42.182       57.818        0.350       99.650   2.1870E-01   1.7195E-01   2.0312E-01
     1973.000       42.289       57.711        0.351       99.649   2.2000E-01   1.7134E-01   2.0289E-01
     1973.000       42.396       57.604        0.352       99.648   2.2130E-01   1.7074E-01   2.0265E-01
     1973.000       42.503       57.497        0.353       99.647   2.2261E-01   1.7014E-01   2.0242E-01
     1973.000       42.610       57.390        0.354       99.646   2.2392E-01   1.6954E-01   2.0218E-01
     1973.000       42.717       57.283        0.355       99.645   2.2522E-01   1.6895E-01   2.0194E-01
     1973.000       42.824       57.176        0.356       99.644   2.2653E-01   1.6836E-01   2.0170E-01
     1973.000       42.931       57.069        0.357       99.643   2.2784E-01   1.6777E-01   2.0146E-01
     1973.000       43.038       56.962        0.358       99.642   2.2915E-01   1.6719E-01   2.0122E-01
     1973.000       43.144       56.856        0.359       99.641   2.3046E-01   1.6662E-01   2.0097E-01
     1973.000       43.251       56.749        0.360       99.640   2.3177E-01   1.6604E-01   2.0073E-01
     1973.000       43.357       56.643        0.361       99.639   2.3308E-01   1.6547E-01   2.0048E-01
     1973.000       43.464       56.536        0.362       99.638   2.3440E-01   1.6490E-01   2.0023E-01
     1973.000       43.570       56.430        0.363       99.637   2.3571E-01   1.6434E-01   1.9998E-01
     1973.000       43.676       56.324        0.364       99.636   2.3703E-01   1.6378E-01   1.9973E-01
     1973.000       43.783       56.217        0.365       99.635   2.3834E-01   1.6323E-01   1.9948E-01
     1973.000       43.889       56.111        0.366       99.634   2.3966E-01   1.6267E-01   1.9922E-01
     1973.000       43.995       56.005        0.367       99.633   2.4097E-01   1.6212E-01   1.9897E-01
     1973.000       44.101       55.899        0.368       99.632   2.4229E-01   1.6158E-01   1.9871E-01
     1973.000       44.207       55.793        0.369       99.631   2.4361E-01   1.6104E-01   1.9845E-01
     1973.000       44.313       55.687        0.370       99.630   2.4493E-01   1.6050E-01   1.9819E-01
     1973.000       44.419       55.581        0.371       99.629   2.4625E-01   1.5996E-01   1.9793E-01
     1973.000       44.524       55.476        0.372       99.628   2.4757E-01   1.5943E-01   1.9767E-01
     1973.000       44.630       55.370        0.373       99.627   2.4889E-01   1.5890E-01   1.9740E-01
     1973.000       44.736       55.264        0.374       99.626   2.5021E-01   1.5837E-01   1.9714E-01
     1973.000       44.841       55.159        0.375       99.625   2.5153E-01   1.5785E-01   1.9687E-01
     1973.000       44.947       55.053        0.376       99.624   2.5285E-01   1.5733E-01   1.9661E-01
     1973.000       45.052       54.948        0.377       99.623   2.5418E-01   1.5681E-01   1.9634E-01
     1973.000       45.157       54.843        0.378       99.622   2.5550E-01   1.5630E-01   1.9607E-01
     1973.000       45.263       54.737        0.379       99.621   2.5682E-01   1.5579E-01   1.9580E-01
     1973.000       45.368       54.632        0.380       99.620   2.5815E-01   1.5528E-01   1.9552E-01
     1973.000       45.473       54.527        0.381       99.619   2.5947E-01   1.5477E-01   1.9525E-01
     1973.000       45.578       54.422        0.382       99.618   2.6080E-01   1.5427E-01   1.9498E-01
     1973.000       45.683       54.317        0.383       99.617   2.6213E-01   1.5377E-01   1.9470E-01
     1973.000       45.788       54.212        0.384       99.616   2.6345E-01   1.5327E-01   1.9442E-01
     1973.000       45.893       54.107        0.385       99.615   2.6478E-01   1.5278E-01   1.9415E-01
     1973.000       45.998       54.002        0.386       99.614   2.6610E-01   1.5229E-01   1.9387E-01
     1973.000       46.103       53.897        0.387       99.613   2.6743E-01   1.5180E-01   1.9359E-01
     1973.000       46.207       53.793        0.388       99.612   2.6876E-01   1.5132E-01   1.9331E-01
     1973.000       46.312       53.688        0.389       99.611   2.7009E-01   1.5083E-01   1.9303E-01
     1973.000       46.417       53.583        0.390       99.610   2.7142E-01   1.5035E-01   1.9274E-01
     1973.000       46.521       53.479        0.391       99.609   2.7275E-01   1.4988E-01   1.9246E-01
     1973.000       46.626       53.374        0.392       99.608   2.7408E-01   1.4940E-01   1.9217E-01
     1973.000       46.730       53.270        0.393       99.607   2.7541E-01   1.4893E-01   1.9189E-01
     1973.000       46.834       53.166        0.394       99.606   2.7674E-01   1.4846E-01   1.9160E-01
     1973.000       46.939       53.061        0.395       99.605   2.7807E-01   1.4799E-01   1.9131E-01
     1973.000       47.043       52.957        0.396       99.604   2.7940E-01   1.4753E-01   1.9102E-01
     1973.000       47.147       52.853        0.397       99.603   2.8073E-01   1.4707E-01   1.9073E-01
     1973.000       47.251       52.749        0.398       99.602   2.8206E-01   1.4661E-01   1.9044E-01
     1973.000       47.355       52.645        0.399       99.601   2.8339E-01   1.4615E-01   1.9015E-01
     1973.000       47.459       52.541        0.400       99.600   2.8472E-01   1.4570E-01   1.8986E-01
     1973.000       47.563       52.437        0.401       99.599   2.8605E-01   1.4524E-01   1.8957E-01
     1973.000       47.667       52.333        0.402       99.598   2.8739E-01   1.4479E-01   1.8927E-01
     1973.000       47.770       52.230        0.403       99.597   2.8872E-01   1.4435E-01   1.8898E-01
     1973.000       47.874       52.126        0.404       99.596   2.9005E-01   1.4390E-01   1.8868E-01
     1973.000       47.978       52.022        0.405       99.595   2.9139E-01   1.4346E-01   1.8838E-01
     1973.000       48.081       51.919        0.406       99.594   2.9272E-01   1.4302E-01   1.8809E-01
     1973.000       48.185       51.815        0.407       99.593   2.9405E-01   1.4258E-01   1.8779E-01
     1973.000       48.288       51.712        0.408       99.592   2.9538E-01   1.4215E-01   1.8749E-01
     1973.000       48.391       51.609        0.409       99.591   2.9672E-01   1.4171E-01   1.8719E-01
     1973.000       48.495       51.505        0.410       99.590   2.9805E-01   1.4128E-01   1.8689E-01
     1973.000       48.598       51.402        0.411       99.589   2.9939E-01   1.4085E-01   1.8659E-01
     1973.000       48.701       51.299        0.412       99.588   3.0072E-01   1.4043E-01   1.8628E-01
     1973.000       48.804       51.196        0.413       99.587   3.0205E-01   1.4000E-01   1.8598E-01
     1973.000       48.907       51.093        0.414       99.586   3.0339E-01   1.3958E-01   1.8568E-01
     1973.000       49.010       50.990        0.415       99.585   3.0472E-01   1.3916E-01   1.8537E-01
     1973.000       49.113       50.887        0.416       99.584   3.0606E-01   1.3874E-01   1.8507E-01
     1973.000       49.216       50.784        0.417       99.583   3.0739E-01   1.3832E-01   1.8476E-01
     1973.000       49.319       50.681        0.418       99.582   3.0873E-01   1.3791E-01   1.8445E-01
     1973.000       49.421       50.579        0.419       99.581   3.1006E-01   1.3750E-01   1.8415E-01
     1973.000       49.524       50.476        0.420       99.580   3.1140E-01   1.3709E-01   1.8384E-01
     1973.000       49.627       50.373        0.421       99.579   3.1273E-01   1.3668E-01   1.8353E-01
     1973.000       49.729       50.271        0.422       99.578   3.1407E-01   1.3628E-01   1.8322E-01
     1973.000       49.832       50.168        0.423       99.577   3.1540E-01   1.3587E-01   1.8291E-01
     1973.000       49.934       50.066        0.424       99.576   3.1674E-01   1.3547E-01   1.8260E-01
     1973.000       50.036       49.964        0.425       99.575   3.1807E-01   1.3507E-01   1.8229E-01
     1973.000       50.139       49.861        0.426       99.574   3.1941E-01   1.3467E-01   1.8197E-01
     1973.000       50.241       49.759        0.427       99.573   3.2074E-01   1.3427E-01   1.8166E-01
     1973.000       50.343       49.657        0.428       99.572   3.2208E-01   1.3388E-01   1.8135E-01
     1973.000       50.445       49.555        0.429       99.571   3.2341E-01   1.3349E-01   1.8103E-01
     1973.000       50.547       49.453        0.430       99.570   3.2475E-01   1.3310E-01   1.8072E-01
     1973.000       50.649       49.351        0.431       99.569   3.2608E-01   1.3271E-01   1.8040E-01
     1973.000       50.751       49.249        0.432       99.568   3.2742E-01   1.3232E-01   1.8009E-01
     1973.000       50.853       49.147        0.433       99.567   3.2875E-01   1.3194E-01   1.7977E-01
     1973.000       50.955       49.045        0.434       99.566   3.3009E-01   1.3155E-01   1.7945E-01
     1973.000       51.056       48.944        0.435       99.565   3.3142E-01   1.3117E-01   1.7913E-01
     1973.000       51.158       48.842        0.436       99.564   3.3276E-01   1.3079E-01   1.7882E-01
     1973.000       51.259       48.741        0.437       99.563   3.3409E-01   1.3041E-01   1.7850E-01
     1973.000       51.361       48.639        0.438       99.562   3.3543E-01   1.3004E-01   1.7818E-01
     1973.000       51.462       48.538        0.439       99.561   3.3676E-01   1.2966E-01   1.7786E-01
     1973.000       51.564       48.436        0.440       99.560   3.3809E-01   1.2929E-01   1.7754E-01
     1973.000       51.665       48.335        0.441       99.559   3.3943E-01   1.2892E-01   1.7722E-01
     1973.000       51.766       48.234        0.442       99.558   3.4076E-01   1.2855E-01   1.7689E-01
     1973.000       51.868       48.132        0.443       99.557   3.4210E-01   1.2818E-01   1.7657E-01
     1973.000       51.969       48.031        0.444       99.556   3.4343E-01   1.2782E-01   1.7625E-01
     1973.000       52.070       47.930        0.445       99.555   3.4477E-01   1.2745E-01   1.7593E-01
     1973.000       52.171       47.829        0.446       99.554   3.4610E-01   1.2709E-01   1.7560E-01
     1973.000       52.272       47.728        0.447       99.553   3.4743E-01   1.2673E-01   1.7528E-01
     1973.000       52.373       47.627        0.448       99.552   3.4877E-01   1.2637E-01   1.7495E-01
     1973.000       52.474       47.526        0.449       99.551   3.5010E-01   1.2601E-01   1.7463E-01
     1973.000       52.574       47.426        0.450       99.550   3.5143E-01   1.2565E-01   1.7430E-01
     1973.000       52.675       47.325        0.451       99.549   3.5277E-01   1.2530E-01   1.7398E-01
     1973.000       52.776       47.224        0.452       99.548   3.5410E-01   1.2494E-01   1.7365E-01
     1973.000       52.876       47.124        0.453       99.547   3.5543E-01   1.2459E-01   1.7332E-01
     1973.000       52.977       47.023        0.454       99.546   3.5677E-01   1.2424E-01   1.7300E-01
     1973.000       53.077       46.923        0.455       99.545   3.5810E-01   1.2389E-01   1.7267E-01
     1973.000       53.178       46.822        0.456       99.544   3.5943E-01   1.2355E-01   1.7234E-01
     1973.000       53.278       46.722        0.457       99.543   3.6076E-01   1.2320E-01   1.7201E-01
     1973.000       53.378       46.622        0.458       99.542   3.6210E-01   1.2285E-01   1.7168E-01
     1973.000       53.479       46.521        0.459       99.541   3.6343E-01   1.2251E-01   1.7135E-01
     1973.000       53.579       46.421        0.460       99.540   3.6476E-01   1.2217E-01   1.7102E-01
     1973.000       53.679       46.321        0.461       99.539   3.6609E-01   1.2183E-01   1.7069E-01
     1973.000       53.779       46.221        0.462       99.538   3.6742E-01   1.2149E-01   1.7036E-01
     1973.000       53.879       46.121        0.463       99.537   3.6875E-01   1.2115E-01   1.7003E-01
     1973.000       53.979       46.021        0.464       99.536   3.7008E-01   1.2082E-01   1.6970E-01
     1973.000       54.079       45.921        0.465       99.535   3.7141E-01   1.2048E-01   1.6937E-01
     1973.000       54.178       45.822        0.466       99.534   3.7274E-01   1.2015E-01   1.6903E-01
     1973.000       54.278       45.722        0.467       99.533   3.7407E-01   1.1982E-01   1.6870E-01
     1973.000       54.378       45.622        0.468       99.532   3.7540E-01   1.1949E-01   1.6837E-01
     1973.000       54.477       45.523        0.469       99.531   3.7673E-01   1.1916E-01   1.6804E-01
     1973.000       54.577       45.423        0.470       99.530   3.7806E-01   1.1883E-01   1.6770E-01
     1973.000       54.676       45.324        0.471       99.529   3.7939E-01   1.1850E-01   1.6737E-01
     1973.000       54.776       45.224        0.472       99.528   3.8072E-01   1.1818E-01   1.6703E-01
     1973.000       54.875       45.125        0.473       99.527   3.8205E-01   1.1786E-01   1.6670E-01
     1973.000       54.975       45.025        0.474       99.526   3.8338E-01   1.1753E-01   1.6636E-01
     1973.000       55.074       44.926        0.475       99.525   3.8471E-01   1.1721E-01   1.6603E-01
     1973.000       55.173       44.827        0.476       99.524   3.8603E-01   1.1689E-01   1.6569E-01
     1973.000       55.272       44.728        0.477       99.523   3.8736E-01   1.1657E-01   1.6535E-01
     1973.000       55.371       44.629        0.478       99.522   3.8869E-01   1.1625E-01   1.6502E-01
     1973.000       55.470       44.530        0.479       99.521   3.9001E-01   1.1594E-01   1.6468E-01
     1973.000       55.569       44.431        0.480       99.520   3.9134E-01   1.1562E-01   1.6434E-01
     1973.000       55.668       44.332        0.481       99.519   3.9267E-01   1.1531E-01   1.6401E-01
     1973.000       55.767       44.233        0.482       99.518   3.9399E-01   1.1500E-01   1.6367E-01
     1973.000       55.866       44.134        0.483       99.517   3.9532E-01   1.1468E-01   1.6333E-01
     1973.000       55.964       44.036        0.484       99.516   3.9664E-01   1.1437E-01   1.6299E-01
     1973.000       56.063       43.937        0.485       99.515   3.9797E-01   1.1406E-01   1.6265E-01
     1973.000       56.162       43.838        0.486       99.514   3.9929E-01   1.1376E-01   1.6232E-01
     1973.000       56.260       43.740        0.487       99.513   4.0062E-01   1.1345E-01   1.6198E-01
     1973.000       56.359       43.641        0.488       99.512   4.0194E-01   1.1314E-01   1.6164E-01
     1973.000       56.457       43.543        0.489       99.511   4.0327E-01   1.1284E-01   1.6130E-01
     1973.000       56.555       43.445        0.490       99.510   4.0459E-01   1.1254E-01   1.6096E-01
     1973.000       56.654       43.346        0.491       99.509   4.0591E-01   1.1223E-01   1.6062E-01
     1973.000       56.752       43.248        0.492       99.508   4.0724E-01   1.1193E-01   1.6028E-01
     1973.000       56.850       43.150        0.493       99.507   4.0856E-01   1.1163E-01   1.5994E-01
     1973.000       56.948       43.052        0.494       99.506   4.0988E-01   1.1133E-01   1.5959E-01
     1973.000       57.046       42.954        0.495       99.505   4.1120E-01   1.1103E-01   1.5925E-01
     1973.000       57.144       42.856        0.496       99.504   4.1253E-01   1.1074E-01   1.5891E-01
     1973.000       57.242       42.758        0.497       99.503   4.1385E-01   1.1044E-01   1.5857E-01
     1973.000       57.340       42.660        0.498       99.502   4.1517E-01   1.1015E-01   1.5823E-01
     1973.000       57.438       42.562        0.499       99.501   4.1649E-01   1.0985E-01   1.5789E-01
     1973.000       57.536       42.464        0.500       99.500   4.1780E-01   1.0956E-01   1.5754E-01
     1973.000       57.633       42.367        0.501       99.499   4.1912E-01   1.0927E-01   1.5720E-01
     1973.000       57.731       42.269        0.502       99.498   4.2044E-01   1.0898E-01   1.5686E-01
     1973.000       57.828       42.172        0.503       99.497   4.2176E-01   1.0869E-01   1.5651E-01
     1973.000       57.926       42.074        0.504       99.496   4.2308E-01   1.0840E-01   1.5617E-01
     1973.000       58.023       41.977        0.505       99.495   4.2440E-01   1.0811E-01   1.5583E-01
     1973.000       58.121       41.879        0.506       99.494   4.2572E-01   1.0783E-01   1.5548E-01
     1973.000       58.218       41.782        0.507       99.493   4.2704E-01   1.0754E-01   1.5514E-01
     1973.000       58.315       41.685        0.508       99.492   4.2835E-01   1.0726E-01   1.5480E-01
     1973.000       58.413       41.587        0.509       99.491   4.2967E-01   1.0697E-01   1.5445E-01
     1973.000       58.510       41.490        0.510       99.490   4.3099E-01   1.0669E-01   1.5411E-01
     1973.000       58.607       41.393        0.511       99.489   4.3230E-01   1.0641E-01   1.5376E-01
     1973.000       58.704       41.296        0.512       99.488   4.3362E-01   1.0613E-01   1.5342E-01
     1973.000       58.801       41.199        0.513       99.487   4.3493E-01   1.0585E-01   1.5307E-01
     1973.000       58.898       41.102        0.514       99.486   4.3625E-01   1.0557E-01   1.5273E-01
     1973.000       58.995       41.005        0.515       99.485   4.3756E-01   1.0529E-01   1.5238E-01
     1973.000       59.092       40.908        0.516       99.484   4.3887E-01   1.0501E-01   1.5204E-01
     1973.000       59.188       40.812        0.517       99.483   4.4019E-01   1.0474E-01   1.5169E-01
     1973.000       59.285       40.715        0.518       99.482   4.4150E-01   1.0446E-01   1.5134E-01
     1973.000       59.382       40.618        0.519       99.481   4.4282E-01   1.0419E-01   1.5100E-01
     1973.000       59.478       40.522        0.520       99.480   4.4413E-01   1.0391E-01   1.5065E-01
     1973.000       59.575       40.425        0.521       99.479   4.4544E-01   1.0364E-01   1.5031E-01
     1973.000       59.671       40.329        0.522       99.478   4.4675E-01   1.0337E-01   1.4996E-01
     1973.000       59.768       40.232        0.523       99.477   4.4806E-01   1.0310E-01   1.4961E-01
     1973.000       59.864       40.136        0.524       99.476   4.4937E-01   1.0283E-01   1.4927E-01
     1973.000       59.960       40.040        0.525       99.475   4.5068E-01   1.0256E-01   1.4892E-01
     1973.000       60.057       39.943        0.526       99.474   4.5199E-01   1.0229E-01   1.4857E-01
     1973.000       60.153       39.847        0.527       99.473   4.5330E-01   1.0203E-01   1.4822E-01
     1973.000       60.249       39.751        0.528       99.472   4.5461E-01   1.0176E-01   1.4788E-01
     1973.000       60.345       39.655        0.529       99.471   4.5592E-01   1.0149E-01   1.4753E-01
     1973.000       60.441       39.559        0.530       99.470   4.5722E-01   1.0123E-01   1.4718E-01
     1973.000       60.537       39.463        0.531       99.469   4.5853E-01   1.0097E-01   1.4683E-01
     1973.000       60.633       39.367        0.532       99.468   4.5984E-01   1.0070E-01   1.4649E-01
     1973.000       60.729       39.271        0.533       99.467   4.6114E-01   1.0044E-01   1.4614E-01
     1973.000       60.825       39.175        0.534       99.466   4.6245E-01   1.0018E-01   1.4579E-01
     1973.000       60.920       39.080        0.535       99.465   4.6376E-01   9.9917E-02   1.4544E-01
     1973.000       61.016       38.984        0.536       99.464   4.6506E-01   9.9658E-02   1.4509E-01
     1973.000       61.112       38.888        0.537       99.463   4.6637E-01   9.9398E-02   1.4474E-01
     1973.000       61.207       38.793        0.538       99.462   4.6767E-01   9.9140E-02   1.4440E-01
     1973.000       61.303       38.697        0.539       99.461   4.6898E-01   9.8882E-02   1.4405E-01
     1973.000       61.398       38.602        0.540       99.460   4.7028E-01   9.8625E-02   1.4370E-01
     1973.000       61.493       38.507        0.541       99.459   4.7158E-01   9.8369E-02   1.4335E-01
     1973.000       61.589       38.411        0.542       99.458   4.7289E-01   9.8114E-02   1.4300E-01
     1973.000       61.684       38.316        0.543       99.457   4.7419E-01   9.7860E-02   1.4265E-01
     1973.000       61.779       38.221        0.544       99.456   4.7549E-01   9.7606E-02   1.4230E-01
     1973.000       61.874       38.126        0.545       99.455   4.7679E-01   9.7353E-02   1.4195E-01
     1973.000       61.970       38.030        0.546       99.454   4.7809E-01   9.7101E-02   1.4160E-01
     1973.000       62.065       37.935        0.547       99.453   4.7938E-01   9.6850E-02   1.4125E-01
     1973.000       62.160       37.840        0.548       99.452   4.8068E-01   9.6599E-02   1.4090E-01
     1973.000       62.255       37.745        0.549       99.451   4.8198E-01   9.6349E-02   1.4055E-01
     1973.000       62.349       37.651        0.550       99.450   4.8328E-01   9.6100E-02   1.4020E-01
     1973.000       62.444       37.556        0.551       99.449   4.8458E-01   9.5851E-02   1.3985E-01
     1973.000       62.539       37.461        0.552       99.448   4.8588E-01   9.5603E-02   1.3950E-01
     1973.000       62.634       37.366        0.553       99.447   4.8717E-01   9.5356E-02   1.3915E-01
     1973.000       62.728       37.272        0.554       99.446   4.8847E-01   9.5110E-02   1.3880E-01
     1973.000       62.823       37.177        0.555       99.445   4.8977E-01   9.4864E-02   1.3845E-01
     1973.000       62.917       37.083        0.556       99.444   4.9106E-01   9.4619E-02   1.3810E-01
     1973.000       63.012       36.988        0.557       99.443   4.9236E-01   9.4374E-02   1.3775E-01
     1973.000       63.106       36.894        0.558       99.442   4.9365E-01   9.4131E-02   1.3740E-01
     1973.000       63.201       36.799        0.559       99.441   4.9495E-01   9.3888E-02   1.3705E-01
     1973.000       63.295       36.705        0.560       99.440   4.9624E-01   9.3645E-02   1.3670E-01
     1973.000       63.389       36.611        0.561       99.439   4.9753E-01   9.3403E-02   1.3635E-01
     1973.000       63.484       36.516        0.562       99.438   4.9883E-01   9.3162E-02   1.3600E-01
     1973.000       63.578       36.422        0.563       99.437   5.0012E-01   9.2922E-02   1.3565E-01
     1973.000       63.672       36.328        0.564       99.436   5.0141E-01   9.2682E-02   1.3530E-01
     1973.000       63.766       36.234        0.565       99.435   5.0270E-01   9.2443E-02   1.3495E-01
     1973.000       63.860       36.140        0.566       99.434   5.0400E-01   9.2204E-02   1.3460E-01
     1973.000       63.954       36.046        0.567       99.433   5.0529E-01   9.1966E-02   1.3425E-01
     1973.000       64.048       35.952        0.568       99.432   5.0657E-01   9.1729E-02   1.3390E-01
     1973.000       64.141       35.859        0.569       99.431   5.0786E-01   9.1493E-02   1.3355E-01
     1973.000       64.235       35.765        0.570       99.430   5.0915E-01   9.1257E-02   1.3320E-01
     1973.000       64.329       35.671        0.571       99.429   5.1044E-01   9.1021E-02   1.3285E-01
     1973.000       64.423       35.577        0.572       99.428   5.1173E-01   9.0787E-02   1.3249E-01
     1973.000       64.516       35.484        0.573       99.427   5.1301E-01   9.0553E-02   1.3214E-01
     1973.000       64.610       35.390        0.574       99.426   5.1430E-01   9.0320E-02   1.3179E-01
     1973.000       64.703       35.297        0.575       99.425   5.1558E-01   9.0087E-02   1.3144E-01
     1973.000       64.797       35.203        0.576       99.424   5.1687E-01   8.9855E-02   1.3109E-01
     1973.000       64.890       35.110        0.577       99.423   5.1815E-01   8.9623E-02   1.3074E-01
     1973.000       64.983       35.017        0.578       99.422   5.1944E-01   8.9392E-02   1.3039E-01
     1973.000       65.077       34.923        0.579       99.421   5.2072E-01   8.9161E-02   1.3004E-01
     1973.000       65.170       34.830        0.580       99.420   5.2200E-01   8.8931E-02   1.2969E-01
     1973.000       65.263       34.737        0.581       99.419   5.2329E-01   8.8702E-02   1.2934E-01
     1973.000       65.356       34.644        0.582       99.418   5.2457E-01   8.8473E-02   1.2898E-01
     1973.000       65.449       34.551        0.583       99.417   5.2585E-01   8.8245E-02   1.2863E-01
     1973.000       65.542       34.458        0.584       99.416   5.2713E-01   8.8017E-02   1.2828E-01
     1973.000       65.635       34.365        0.585       99.415   5.2841E-01   8.7790E-02   1.2793E-01
     1973.000       65.728       34.272        0.586       99.414   5.2969E-01   8.7563E-02   1.2758E-01
     1973.000       65.821       34.179        0.587       99.413   5.3097E-01   8.7337E-02   1.2723E-01
     1973.000       65.913       34.087        0.588       99.412   5.3225E-01   8.7112E-02   1.2688E-01
     1973.000       66.006       33.994        0.589       99.411   5.3353E-01   8.6887E-02   1.2653E-01
     1973.000       66.099       33.901        0.590       99.410   5.3481E-01   8.6662E-02   1.2618E-01
     1973.000       66.191       33.809        0.591       99.409   5.3609E-01   8.6438E-02   1.2582E-01
     1973.000       66.284       33.716        0.592       99.408   5.3736E-01   8.6215E-02   1.2547E-01
     1973.000       66.376       33.624        0.593       99.407   5.3864E-01   8.5992E-02   1.2512E-01
     1973.000       66.469       33.531        0.594       99.406   5.3992E-01   8.5770E-02   1.2477E-01
     1973.000       66.561       33.439        0.595       99.405   5.4119E-01   8.5548E-02   1.2442E-01
     1973.000       66.654       33.346        0.596       99.404   5.4246E-01   8.5327E-02   1.2407E-01
     1973.000       66.746       33.254        0.597       99.403   5.4374E-01   8.5107E-02   1.2372E-01
     1973.000       66.838       33.162        0.598       99.402   5.4501E-01   8.4886E-02   1.2337E-01
     1973.000       66.930       33.070        0.599       99.401   5.4628E-01   8.4667E-02   1.2302E-01
     1973.000       67.022       32.978        0.600       99.400   5.4756E-01   8.4448E-02   1.2266E-01
     1973.000       67.115       32.885        0.601       99.399   5.4883E-01   8.4229E-02   1.2231E-01
     1973.000       67.207       32.793        0.602       99.398   5.5009E-01   8.4011E-02   1.2196E-01
     1973.000       67.298       32.702        0.603       99.397   5.5136E-01   8.3794E-02   1.2161E-01
