   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1973.000        7.309       92.691        0.055       99.945   3.5659E-03   7.8785E-01   6.9528E-02
     1973.000        7.440       92.560        0.056       99.944   3.6622E-03   7.8413E-01   7.0735E-02
     1973.000        7.570       92.430        0.057       99.943   3.7601E-03   7.8042E-01   7.1940E-02
     1973.000        7.700       92.300        0.058       99.942   3.8595E-03   7.7671E-01   7.3141E-02
     1973.000        7.830       92.170        0.059       99.941   3.9604E-03   7.7301E-01   7.4341E-02
     1973.000        7.960       92.040        0.060       99.940   4.0629E-03   7.6932E-01   7.5538E-02
     1973.000        8.090       91.910        0.061       99.939   4.1670E-03   7.6563E-01   7.6732E-02
     1973.000        8.220       91.780        0.062       99.938   4.2727E-03   7.6195E-01   7.7924E-02
     1973.000        8.349       91.651        0.063       99.937   4.3801E-03   7.5828E-01   7.9114E-02
     1973.000        8.479       91.521        0.064       99.936   4.4891E-03   7.5461E-01   8.0301E-02
     1973.000        8.608       91.392        0.065       99.935   4.5999E-03   7.5094E-01   8.1485E-02
     1973.000        8.738       91.262        0.066       99.934   4.7124E-03   7.4729E-01   8.2666E-02
     1973.000        8.867       91.133        0.067       99.933   4.8266E-03   7.4364E-01   8.3845E-02
     1973.000        8.996       91.004        0.068       99.932   4.9427E-03   7.3999E-01   8.5022E-02
     1973.000        9.125       90.875        0.069       99.931   5.0605E-03   7.3635E-01   8.6195E-02
     1973.000        9.254       90.746        0.070       99.930   5.1802E-03   7.3272E-01   8.7366E-02
     1973.000        9.383       90.617        0.071       99.929   5.3019E-03   7.2909E-01   8.8534E-02
     1973.000        9.512       90.488        0.072       99.928   5.4253E-03   7.2548E-01   8.9699E-02
     1973.000        9.641       90.359        0.073       99.927   5.5508E-03   7.2186E-01   9.0861E-02
     1973.000        9.770       90.230        0.074       99.926   5.6782E-03   7.1826E-01   9.2021E-02
     1973.000        9.898       90.102        0.075       99.925   5.8076E-03   7.1466E-01   9.3177E-02
     1973.000       10.027       89.973        0.076       99.924   5.9391E-03   7.1106E-01   9.4331E-02
     1973.000       10.155       89.845        0.077       99.923   6.0726E-03   7.0748E-01   9.5482E-02
     1973.000       10.284       89.716        0.078       99.922   6.2083E-03   7.0390E-01   9.6630E-02
     1973.000       10.412       89.588        0.079       99.921   6.3461E-03   7.0033E-01   9.7774E-02
     1973.000       10.540       89.460        0.080       99.920   6.4860E-03   6.9676E-01   9.8916E-02
     1973.000       10.668       89.332        0.081       99.919   6.6282E-03   6.9321E-01   1.0005E-01
     1973.000       10.796       89.204        0.082       99.918   6.7726E-03   6.8966E-01   1.0119E-01
     1973.000       10.924       89.076        0.083       99.917   6.9193E-03   6.8611E-01   1.0232E-01
     1973.000       11.052       88.948        0.084       99.916   7.0684E-03   6.8258E-01   1.0345E-01
     1973.000       11.179       88.821        0.085       99.915   7.2197E-03   6.7905E-01   1.0458E-01
     1973.000       11.307       88.693        0.086       99.914   7.3735E-03   6.7553E-01   1.0570E-01
     1973.000       11.435       88.565        0.087       99.913   7.5297E-03   6.7201E-01   1.0682E-01
     1973.000       11.562       88.438        0.088       99.912   7.6884E-03   6.6851E-01   1.0793E-01
     1973.000       11.689       88.311        0.089       99.911   7.8496E-03   6.6501E-01   1.0905E-01
     1973.000       11.817       88.183        0.090       99.910   8.0133E-03   6.6152E-01   1.1016E-01
     1973.000       11.944       88.056        0.091       99.909   8.1797E-03   6.5803E-01   1.1126E-01
     1973.000       12.071       87.929        0.092       99.908   8.3486E-03   6.5456E-01   1.1236E-01
     1973.000       12.198       87.802        0.093       99.907   8.5203E-03   6.5109E-01   1.1346E-01
     1973.000       12.325       87.675        0.094       99.906   8.6947E-03   6.4763E-01   1.1456E-01
     1973.000       12.452       87.548        0.095       99.905   8.8717E-03   6.4418E-01   1.1565E-01
     1973.000       12.579       87.421        0.096       99.904   9.0517E-03   6.4074E-01   1.1674E-01
     1973.000       12.705       87.295        0.097       99.903   9.2345E-03   6.3730E-01   1.1782E-01
     1973.000       12.832       87.168        0.098       99.902   9.4201E-03   6.3388E-01   1.1890E-01
     1973.000       12.958       87.042        0.099       99.901   9.6087E-03   6.3046E-01   1.1998E-01
     1973.000       13.085       86.915        0.100       99.900   9.8004E-03   6.2705E-01   1.2105E-01
     1973.000       13.211       86.789        0.101       99.899   9.9949E-03   6.2365E-01   1.2212E-01
     1973.000       13.337       86.663        0.102       99.898   1.0193E-02   6.2026E-01   1.2318E-01
     1973.000       13.463       86.537        0.103       99.897   1.0394E-02   6.1688E-01   1.2424E-01
     1973.000       13.589       86.411        0.104       99.896   1.0597E-02   6.1350E-01   1.2530E-01
     1973.000       13.715       86.285        0.105       99.895   1.0805E-02   6.1014E-01   1.2635E-01
     1973.000       13.841       86.159        0.106       99.894   1.1015E-02   6.0678E-01   1.2740E-01
     1973.000       13.967       86.033        0.107       99.893   1.1229E-02   6.0344E-01   1.2844E-01
     1973.000       14.093       85.907        0.108       99.892   1.1446E-02   6.0010E-01   1.2948E-01
     1973.000       14.218       85.782        0.109       99.891   1.1667E-02   5.9677E-01   1.3052E-01
     1973.000       14.344       85.656        0.110       99.890   1.1891E-02   5.9345E-01   1.3155E-01
     1973.000       14.469       85.531        0.111       99.889   1.2118E-02   5.9014E-01   1.3258E-01
     1973.000       14.595       85.405        0.112       99.888   1.2350E-02   5.8684E-01   1.3360E-01
     1973.000       14.720       85.280        0.113       99.887   1.2584E-02   5.8355E-01   1.3462E-01
     1973.000       14.845       85.155        0.114       99.886   1.2823E-02   5.8028E-01   1.3563E-01
     1973.000       14.970       85.030        0.115       99.885   1.3065E-02   5.7701E-01   1.3664E-01
     1973.000       15.095       84.905        0.116       99.884   1.3311E-02   5.7375E-01   1.3765E-01
     1973.000       15.220       84.780        0.117       99.883   1.3561E-02   5.7050E-01   1.3865E-01
     1973.000       15.345       84.655        0.118       99.882   1.3814E-02   5.6726E-01   1.3964E-01
     1973.000       15.470       84.530        0.119       99.881   1.4072E-02   5.6403E-01   1.4063E-01
     1973.000       15.595       84.405        0.120       99.880   1.4334E-02   5.6081E-01   1.4162E-01
     1973.000       15.719       84.281        0.121       99.879   1.4600E-02   5.5761E-01   1.4260E-01
     1973.000       15.844       84.156        0.122       99.878   1.4869E-02   5.5441E-01   1.4357E-01
     1973.000       15.968       84.032        0.123       99.877   1.5143E-02   5.5123E-01   1.4454E-01
     1973.000       16.093       83.907        0.124       99.876   1.5422E-02   5.4805E-01   1.4551E-01
     1973.000       16.217       83.783        0.125       99.875   1.5704E-02   5.4489E-01   1.4647E-01
     1973.000       16.341       83.659        0.126       99.874   1.5991E-02   5.4174E-01   1.4742E-01
     1973.000       16.465       83.535        0.127       99.873   1.6282E-02   5.3860E-01   1.4837E-01
     1973.000       16.589       83.411        0.128       99.872   1.6578E-02   5.3547E-01   1.4932E-01
     1973.000       16.713       83.287        0.129       99.871   1.6878E-02   5.3235E-01   1.5026E-01
     1973.000       16.837       83.163        0.130       99.870   1.7183E-02   5.2925E-01   1.5119E-01
     1973.000       16.961       83.039        0.131       99.869   1.7492E-02   5.2615E-01   1.5212E-01
     1973.000       17.084       82.916        0.132       99.868   1.7806E-02   5.2307E-01   1.5304E-01
     1973.000       17.208       82.792        0.133       99.867   1.8125E-02   5.2000E-01   1.5396E-01
     1973.000       17.332       82.668        0.134       99.866   1.8449E-02   5.1694E-01   1.5487E-01
     1973.000       17.455       82.545        0.135       99.865   1.8777E-02   5.1389E-01   1.5578E-01
     1973.000       17.578       82.422        0.136       99.864   1.9111E-02   5.1086E-01   1.5668E-01
     1973.000       17.702       82.298        0.137       99.863   1.9449E-02   5.0784E-01   1.5757E-01
     1973.000       17.825       82.175        0.138       99.862   1.9793E-02   5.0483E-01   1.5846E-01
     1973.000       17.948       82.052        0.139       99.861   2.0141E-02   5.0184E-01   1.5934E-01
     1973.000       18.071       81.929        0.140       99.860   2.0495E-02   4.9885E-01   1.6022E-01
     1973.000       18.194       81.806        0.141       99.859   2.0854E-02   4.9588E-01   1.6109E-01
     1973.000       18.317       81.683        0.142       99.858   2.1218E-02   4.9293E-01   1.6195E-01
     1973.000       18.439       81.561        0.143       99.857   2.1588E-02   4.8998E-01   1.6281E-01
     1973.000       18.562       81.438        0.144       99.856   2.1963E-02   4.8705E-01   1.6366E-01
     1973.000       18.685       81.315        0.145       99.855   2.2343E-02   4.8413E-01   1.6451E-01
     1973.000       18.807       81.193        0.146       99.854   2.2729E-02   4.8123E-01   1.6535E-01
     1973.000       18.930       81.070        0.147       99.853   2.3120E-02   4.7834E-01   1.6618E-01
     1973.000       19.052       80.948        0.148       99.852   2.3517E-02   4.7546E-01   1.6701E-01
     1973.000       19.174       80.826        0.149       99.851   2.3920E-02   4.7260E-01   1.6783E-01
     1973.000       19.296       80.704        0.150       99.850   2.4328E-02   4.6975E-01   1.6864E-01
     1973.000       19.418       80.582        0.151       99.849   2.4742E-02   4.6692E-01   1.6945E-01
     1973.000       19.540       80.460        0.152       99.848   2.5162E-02   4.6410E-01   1.7025E-01
     1973.000       19.662       80.338        0.153       99.847   2.5588E-02   4.6129E-01   1.7104E-01
     1973.000       19.784       80.216        0.154       99.846   2.6020E-02   4.5850E-01   1.7183E-01
     1973.000       19.906       80.094        0.155       99.845   2.6457E-02   4.5572E-01   1.7261E-01
     1973.000       20.028       79.972        0.156       99.844   2.6901E-02   4.5296E-01   1.7338E-01
     1973.000       20.149       79.851        0.157       99.843   2.7351E-02   4.5021E-01   1.7415E-01
     1973.000       20.271       79.729        0.158       99.842   2.7807E-02   4.4747E-01   1.7491E-01
     1973.000       20.392       79.608        0.159       99.841   2.8269E-02   4.4476E-01   1.7566E-01
     1973.000       20.514       79.486        0.160       99.840   2.8737E-02   4.4205E-01   1.7640E-01
     1973.000       20.635       79.365        0.161       99.839   2.9212E-02   4.3936E-01   1.7714E-01
     1973.000       20.756       79.244        0.162       99.838   2.9693E-02   4.3669E-01   1.7787E-01
     1973.000       20.877       79.123        0.163       99.837   3.0180E-02   4.3403E-01   1.7860E-01
     1973.000       20.998       79.002        0.164       99.836   3.0674E-02   4.3138E-01   1.7931E-01
     1973.000       21.119       78.881        0.165       99.835   3.1174E-02   4.2876E-01   1.8002E-01
     1973.000       21.240       78.760        0.166       99.834   3.1680E-02   4.2614E-01   1.8072E-01
     1973.000       21.361       78.639        0.167       99.833   3.2193E-02   4.2355E-01   1.8142E-01
     1973.000       21.482       78.518        0.168       99.832   3.2713E-02   4.2096E-01   1.8211E-01
     1973.000       21.602       78.398        0.169       99.831   3.3239E-02   4.1840E-01   1.8279E-01
     1973.000       21.723       78.277        0.170       99.830   3.3772E-02   4.1585E-01   1.8346E-01
     1973.000       21.843       78.157        0.171       99.829   3.4312E-02   4.1331E-01   1.8413E-01
     1973.000       21.964       78.036        0.172       99.828   3.4858E-02   4.1079E-01   1.8478E-01
     1973.000       22.084       77.916        0.173       99.827   3.5411E-02   4.0829E-01   1.8543E-01
     1973.000       22.204       77.796        0.174       99.826   3.5971E-02   4.0580E-01   1.8608E-01
     1973.000       22.324       77.676        0.175       99.825   3.6537E-02   4.0333E-01   1.8671E-01
     1973.000       22.444       77.556        0.176       99.824   3.7111E-02   4.0087E-01   1.8734E-01
     1973.000       22.564       77.436        0.177       99.823   3.7691E-02   3.9843E-01   1.8796E-01
     1973.000       22.684       77.316        0.178       99.822   3.8278E-02   3.9601E-01   1.8857E-01
     1973.000       22.804       77.196        0.179       99.821   3.8871E-02   3.9360E-01   1.8917E-01
     1973.000       22.924       77.076        0.180       99.820   3.9472E-02   3.9121E-01   1.8977E-01
     1973.000       23.044       76.956        0.181       99.819   4.0080E-02   3.8884E-01   1.9036E-01
     1973.000       23.163       76.837        0.182       99.818   4.0694E-02   3.8648E-01   1.9094E-01
     1973.000       23.283       76.717        0.183       99.817   4.1316E-02   3.8414E-01   1.9152E-01
     1973.000       23.402       76.598        0.184       99.816   4.1944E-02   3.8181E-01   1.9208E-01
     1973.000       23.521       76.479        0.185       99.815   4.2580E-02   3.7950E-01   1.9264E-01
     1973.000       23.641       76.359        0.186       99.814   4.3222E-02   3.7721E-01   1.9319E-01
     1973.000       23.760       76.240        0.187       99.813   4.3872E-02   3.7493E-01   1.9373E-01
     1973.000       23.879       76.121        0.188       99.812   4.4528E-02   3.7267E-01   1.9427E-01
     1973.000       23.998       76.002        0.189       99.811   4.5191E-02   3.7043E-01   1.9479E-01
     1973.000       24.117       75.883        0.190       99.810   4.5862E-02   3.6820E-01   1.9531E-01
     1973.000       24.236       75.764        0.191       99.809   4.6539E-02   3.6599E-01   1.9582E-01
     1973.000       24.355       75.645        0.192       99.808   4.7224E-02   3.6379E-01   1.9633E-01
     1973.000       24.473       75.527        0.193       99.807   4.7915E-02   3.6161E-01   1.9682E-01
     1973.000       24.592       75.408        0.194       99.806   4.8614E-02   3.5945E-01   1.9731E-01
     1973.000       24.711       75.289        0.195       99.805   4.9319E-02   3.5731E-01   1.9779E-01
     1973.000       24.829       75.171        0.196       99.804   5.0031E-02   3.5518E-01   1.9826E-01
     1973.000       24.947       75.053        0.197       99.803   5.0751E-02   3.5306E-01   1.9873E-01
     1973.000       25.066       74.934        0.198       99.802   5.1477E-02   3.5097E-01   1.9919E-01
     1973.000       25.184       74.816        0.199       99.801   5.2210E-02   3.4888E-01   1.9963E-01
     1973.000       25.302       74.698        0.200       99.800   5.2951E-02   3.4682E-01   2.0008E-01
     1973.000       25.420       74.580        0.201       99.799   5.3698E-02   3.4477E-01   2.0051E-01
     1973.000       25.538       74.462        0.202       99.798   5.4452E-02   3.4274E-01   2.0094E-01
     1973.000       25.656       74.344        0.203       99.797   5.5213E-02   3.4072E-01   2.0135E-01
     1973.000       25.774       74.226        0.204       99.796   5.5981E-02   3.3872E-01   2.0176E-01
     1973.000       25.892       74.108        0.205       99.795   5.6755E-02   3.3674E-01   2.0217E-01
     1973.000       26.010       73.990        0.206       99.794   5.7537E-02   3.3477E-01   2.0256E-01
     1973.000       26.127       73.873        0.207       99.793   5.8325E-02   3.3282E-01   2.0295E-01
     1973.000       26.245       73.755        0.208       99.792   5.9121E-02   3.3088E-01   2.0333E-01
     1973.000       26.362       73.638        0.209       99.791   5.9922E-02   3.2896E-01   2.0370E-01
     1973.000       26.480       73.520        0.210       99.790   6.0731E-02   3.2706E-01   2.0407E-01
     1973.000       26.597       73.403        0.211       99.789   6.1546E-02   3.2517E-01   2.0443E-01
     1973.000       26.714       73.286        0.212       99.788   6.2368E-02   3.2330E-01   2.0478E-01
     1973.000       26.831       73.169        0.213       99.787   6.3197E-02   3.2144E-01   2.0512E-01
     1973.000       26.948       73.052        0.214       99.786   6.4032E-02   3.1960E-01   2.0546E-01
     1973.000       27.065       72.935        0.215       99.785   6.4874E-02   3.1777E-01   2.0578E-01
     1973.000       27.182       72.818        0.216       99.784   6.5722E-02   3.1596E-01   2.0611E-01
     1973.000       27.299       72.701        0.217       99.783   6.6576E-02   3.1416E-01   2.0642E-01
     1973.000       27.416       72.584        0.218       99.782   6.7438E-02   3.1238E-01   2.0673E-01
     1973.000       27.533       72.467        0.219       99.781   6.8305E-02   3.1062E-01   2.0703E-01
     1973.000       27.649       72.351        0.220       99.780   6.9179E-02   3.0887E-01   2.0732E-01
     1973.000       27.766       72.234        0.221       99.779   7.0060E-02   3.0713E-01   2.0760E-01
     1973.000       27.882       72.118        0.222       99.778   7.0946E-02   3.0541E-01   2.0788E-01
     1973.000       27.999       72.001        0.223       99.777   7.1839E-02   3.0371E-01   2.0815E-01
     1973.000       28.115       71.885        0.224       99.776   7.2738E-02   3.0201E-01   2.0842E-01
     1973.000       28.231       71.769        0.225       99.775   7.3643E-02   3.0034E-01   2.0867E-01
     1973.000       28.347       71.653        0.226       99.774   7.4554E-02   2.9868E-01   2.0892E-01
     1973.000       28.463       71.537        0.227       99.773   7.5472E-02   2.9703E-01   2.0917E-01
     1973.000       28.579       71.421        0.228       99.772   7.6395E-02   2.9539E-01   2.0940E-01
     1973.000       28.695       71.305        0.229       99.771   7.7324E-02   2.9377E-01   2.0963E-01
     1973.000       28.811       71.189        0.230       99.770   7.8259E-02   2.9217E-01   2.0986E-01
     1973.000       28.927       71.073        0.231       99.769   7.9200E-02   2.9058E-01   2.1007E-01
     1973.000       29.043       70.957        0.232       99.768   8.0148E-02   2.8900E-01   2.1028E-01
     1973.000       29.158       70.842        0.233       99.767   8.1100E-02   2.8744E-01   2.1049E-01
     1973.000       29.274       70.726        0.234       99.766   8.2059E-02   2.8589E-01   2.1068E-01
     1973.000       29.389       70.611        0.235       99.765   8.3022E-02   2.8435E-01   2.1087E-01
     1973.000       29.505       70.495        0.236       99.764   8.3992E-02   2.8283E-01   2.1106E-01
     1973.000       29.620       70.380        0.237       99.763   8.4967E-02   2.8132E-01   2.1124E-01
     1973.000       29.735       70.265        0.238       99.762   8.5948E-02   2.7983E-01   2.1141E-01
     1973.000       29.850       70.150        0.239       99.761   8.6934E-02   2.7834E-01   2.1157E-01
     1973.000       29.965       70.035        0.240       99.760   8.7926E-02   2.7687E-01   2.1173E-01
     1973.000       30.080       69.920        0.241       99.759   8.8923E-02   2.7542E-01   2.1189E-01
     1973.000       30.195       69.805        0.242       99.758   8.9925E-02   2.7397E-01   2.1203E-01
     1973.000       30.310       69.690        0.243       99.757   9.0933E-02   2.7254E-01   2.1218E-01
     1973.000       30.425       69.575        0.244       99.756   9.1945E-02   2.7112E-01   2.1231E-01
     1973.000       30.540       69.460        0.245       99.755   9.2963E-02   2.6972E-01   2.1244E-01
     1973.000       30.654       69.346        0.246       99.754   9.3985E-02   2.6832E-01   2.1256E-01
     1973.000       30.769       69.231        0.247       99.753   9.5014E-02   2.6694E-01   2.1268E-01
     1973.000       30.883       69.117        0.248       99.752   9.6047E-02   2.6557E-01   2.1279E-01
     1973.000       30.998       69.002        0.249       99.751   9.7084E-02   2.6421E-01   2.1290E-01
     1973.000       31.112       68.888        0.250       99.750   9.8127E-02   2.6287E-01   2.1300E-01
     1973.000       31.227       68.773        0.251       99.749   9.9174E-02   2.6154E-01   2.1310E-01
     1973.000       31.341       68.659        0.252       99.748   1.0023E-01   2.6021E-01   2.1319E-01
     1973.000       31.455       68.545        0.253       99.747   1.0128E-01   2.5890E-01   2.1327E-01
     1973.000       31.569       68.431        0.254       99.746   1.0234E-01   2.5761E-01   2.1335E-01
     1973.000       31.683       68.317        0.255       99.745   1.0341E-01   2.5632E-01   2.1342E-01
     1973.000       31.797       68.203        0.256       99.744   1.0448E-01   2.5504E-01   2.1349E-01
     1973.000       31.911       68.089        0.257       99.743   1.0556E-01   2.5378E-01   2.1355E-01
     1973.000       32.024       67.976        0.258       99.742   1.0664E-01   2.5252E-01   2.1361E-01
     1973.000       32.138       67.862        0.259       99.741   1.0772E-01   2.5128E-01   2.1367E-01
     1973.000       32.252       67.748        0.260       99.740   1.0881E-01   2.5005E-01   2.1371E-01
     1973.000       32.365       67.635        0.261       99.739   1.0990E-01   2.4883E-01   2.1376E-01
     1973.000       32.479       67.521        0.262       99.738   1.1100E-01   2.4762E-01   2.1379E-01
     1973.000       32.592       67.408        0.263       99.737   1.1210E-01   2.4642E-01   2.1383E-01
     1973.000       32.705       67.295        0.264       99.736   1.1320E-01   2.4523E-01   2.1386E-01
     1973.000       32.818       67.182        0.265       99.735   1.1431E-01   2.4405E-01   2.1388E-01
     1973.000       32.932       67.068        0.266       99.734   1.1542E-01   2.4288E-01   2.1390E-01
     1973.000       33.045       66.955        0.267       99.733   1.1654E-01   2.4172E-01   2.1391E-01
     1973.000       33.158       66.842        0.268       99.732   1.1766E-01   2.4058E-01   2.1392E-01
     1973.000       33.271       66.729        0.269       99.731   1.1879E-01   2.3944E-01   2.1393E-01
     1973.000       33.384       66.616        0.270       99.730   1.1990E-01   2.3832E-01   2.1393E-01
     1973.000       33.496       66.504        0.271       99.729   1.2104E-01   2.3720E-01   2.1392E-01
     1973.000       33.609       66.391        0.272       99.728   1.2217E-01   2.3609E-01   2.1391E-01
     1973.000       33.722       66.278        0.273       99.727   1.2331E-01   2.3499E-01   2.1390E-01
     1973.000       33.834       66.166        0.274       99.726   1.2446E-01   2.3390E-01   2.1388E-01
     1973.000       33.947       66.053        0.275       99.725   1.2560E-01   2.3282E-01   2.1386E-01
     1973.000       34.059       65.941        0.276       99.724   1.2675E-01   2.3174E-01   2.1384E-01
     1973.000       34.172       65.828        0.277       99.723   1.2790E-01   2.3068E-01   2.1381E-01
     1973.000       34.284       65.716        0.278       99.722   1.2906E-01   2.2962E-01   2.1377E-01
     1973.000       34.396       65.604        0.279       99.721   1.3022E-01   2.2858E-01   2.1373E-01
     1973.000       34.508       65.492        0.280       99.720   1.3139E-01   2.2754E-01   2.1369E-01
     1973.000       34.620       65.380        0.281       99.719   1.3255E-01   2.2651E-01   2.1364E-01
     1973.000       34.732       65.268        0.282       99.718   1.3372E-01   2.2549E-01   2.1359E-01
     1973.000       34.844       65.156        0.283       99.717   1.3490E-01   2.2448E-01   2.1354E-01
     1973.000       34.956       65.044        0.284       99.716   1.3607E-01   2.2348E-01   2.1348E-01
     1973.000       35.068       64.932        0.285       99.715   1.3725E-01   2.2249E-01   2.1342E-01
     1973.000       35.180       64.820        0.286       99.714   1.3843E-01   2.2150E-01   2.1336E-01
     1973.000       35.291       64.709        0.287       99.713   1.3962E-01   2.2052E-01   2.1329E-01
     1973.000       35.403       64.597        0.288       99.712   1.4081E-01   2.1955E-01   2.1321E-01
     1973.000       35.514       64.486        0.289       99.711   1.4200E-01   2.1859E-01   2.1314E-01
     1973.000       35.626       64.374        0.290       99.710   1.4319E-01   2.1763E-01   2.1306E-01
     1973.000       35.737       64.263        0.291       99.709   1.4439E-01   2.1669E-01   2.1297E-01
     1973.000       35.848       64.152        0.292       99.708   1.4559E-01   2.1575E-01   2.1289E-01
     1973.000       35.959       64.041        0.293       99.707   1.4679E-01   2.1482E-01   2.1280E-01
     1973.000       36.071       63.929        0.294       99.706   1.4800E-01   2.1390E-01   2.1270E-01
     1973.000       36.182       63.818        0.295       99.705   1.4921E-01   2.1298E-01   2.1260E-01
     1973.000       36.293       63.707        0.296       99.704   1.5042E-01   2.1207E-01   2.1250E-01
     1973.000       36.404       63.596        0.297       99.703   1.5163E-01   2.1117E-01   2.1240E-01
     1973.000       36.514       63.486        0.298       99.702   1.5284E-01   2.1027E-01   2.1229E-01
     1973.000       36.625       63.375        0.299       99.701   1.5406E-01   2.0939E-01   2.1218E-01
     1973.000       36.736       63.264        0.300       99.700   1.5528E-01   2.0851E-01   2.1207E-01
     1973.000       36.847       63.153        0.301       99.699   1.5651E-01   2.0763E-01   2.1195E-01
