   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1873.000       12.832       87.168        0.098       99.902   8.5419E-03   6.3212E-01   1.1978E-01
     1873.000       12.958       87.042        0.099       99.901   8.7146E-03   6.2867E-01   1.2087E-01
     1873.000       13.085       86.915        0.100       99.900   8.8901E-03   6.2523E-01   1.2196E-01
     1873.000       13.211       86.789        0.101       99.899   9.0685E-03   6.2180E-01   1.2304E-01
     1873.000       13.337       86.663        0.102       99.898   9.2498E-03   6.1837E-01   1.2413E-01
     1873.000       13.463       86.537        0.103       99.897   9.4340E-03   6.1496E-01   1.2520E-01
     1873.000       13.589       86.411        0.104       99.896   9.6212E-03   6.1155E-01   1.2628E-01
     1873.000       13.715       86.285        0.105       99.895   9.8115E-03   6.0815E-01   1.2735E-01
     1873.000       13.841       86.159        0.106       99.894   1.0005E-02   6.0476E-01   1.2841E-01
     1873.000       13.967       86.033        0.107       99.893   1.0201E-02   6.0138E-01   1.2947E-01
     1873.000       14.093       85.907        0.108       99.892   1.0401E-02   5.9801E-01   1.3053E-01
     1873.000       14.218       85.782        0.109       99.891   1.0604E-02   5.9464E-01   1.3158E-01
     1873.000       14.344       85.656        0.110       99.890   1.0810E-02   5.9129E-01   1.3263E-01
     1873.000       14.469       85.531        0.111       99.889   1.1019E-02   5.8794E-01   1.3368E-01
     1873.000       14.595       85.405        0.112       99.888   1.1232E-02   5.8461E-01   1.3472E-01
     1873.000       14.720       85.280        0.113       99.887   1.1449E-02   5.8128E-01   1.3576E-01
     1873.000       14.845       85.155        0.114       99.886   1.1668E-02   5.7797E-01   1.3679E-01
     1873.000       14.970       85.030        0.115       99.885   1.1892E-02   5.7466E-01   1.3782E-01
     1873.000       15.095       84.905        0.116       99.884   1.2119E-02   5.7136E-01   1.3884E-01
     1873.000       15.220       84.780        0.117       99.883   1.2349E-02   5.6808E-01   1.3986E-01
     1873.000       15.345       84.655        0.118       99.882   1.2584E-02   5.6480E-01   1.4087E-01
     1873.000       15.470       84.530        0.119       99.881   1.2822E-02   5.6153E-01   1.4188E-01
     1873.000       15.595       84.405        0.120       99.880   1.3064E-02   5.5827E-01   1.4289E-01
     1873.000       15.719       84.281        0.121       99.879   1.3310E-02   5.5503E-01   1.4389E-01
     1873.000       15.844       84.156        0.122       99.878   1.3559E-02   5.5179E-01   1.4488E-01
     1873.000       15.968       84.032        0.123       99.877   1.3813E-02   5.4857E-01   1.4587E-01
     1873.000       16.093       83.907        0.124       99.876   1.4071E-02   5.4535E-01   1.4686E-01
     1873.000       16.217       83.783        0.125       99.875   1.4333E-02   5.4215E-01   1.4784E-01
     1873.000       16.341       83.659        0.126       99.874   1.4599E-02   5.3895E-01   1.4882E-01
     1873.000       16.465       83.535        0.127       99.873   1.4869E-02   5.3577E-01   1.4979E-01
     1873.000       16.589       83.411        0.128       99.872   1.5144E-02   5.3260E-01   1.5075E-01
     1873.000       16.713       83.287        0.129       99.871   1.5423E-02   5.2944E-01   1.5171E-01
     1873.000       16.837       83.163        0.130       99.870   1.5706E-02   5.2629E-01   1.5267E-01
     1873.000       16.961       83.039        0.131       99.869   1.5994E-02   5.2315E-01   1.5362E-01
     1873.000       17.084       82.916        0.132       99.868   1.6286E-02   5.2003E-01   1.5456E-01
     1873.000       17.208       82.792        0.133       99.867   1.6583E-02   5.1691E-01   1.5550E-01
     1873.000       17.332       82.668        0.134       99.866   1.6885E-02   5.1381E-01   1.5643E-01
     1873.000       17.455       82.545        0.135       99.865   1.7191E-02   5.1072E-01   1.5736E-01
     1873.000       17.578       82.422        0.136       99.864   1.7502E-02   5.0764E-01   1.5828E-01
     1873.000       17.702       82.298        0.137       99.863   1.7818E-02   5.0458E-01   1.5920E-01
     1873.000       17.825       82.175        0.138       99.862   1.8139E-02   5.0152E-01   1.6011E-01
     1873.000       17.948       82.052        0.139       99.861   1.8465E-02   4.9848E-01   1.6102E-01
     1873.000       18.071       81.929        0.140       99.860   1.8796E-02   4.9545E-01   1.6192E-01
     1873.000       18.194       81.806        0.141       99.859   1.9132E-02   4.9244E-01   1.6281E-01
     1873.000       18.317       81.683        0.142       99.858   1.9473E-02   4.8943E-01   1.6370E-01
     1873.000       18.439       81.561        0.143       99.857   1.9819E-02   4.8645E-01   1.6458E-01
     1873.000       18.562       81.438        0.144       99.856   2.0170E-02   4.8347E-01   1.6545E-01
     1873.000       18.685       81.315        0.145       99.855   2.0527E-02   4.8050E-01   1.6632E-01
     1873.000       18.807       81.193        0.146       99.854   2.0890E-02   4.7755E-01   1.6719E-01
     1873.000       18.930       81.070        0.147       99.853   2.1257E-02   4.7461E-01   1.6804E-01
     1873.000       19.052       80.948        0.148       99.852   2.1631E-02   4.7169E-01   1.6889E-01
     1873.000       19.174       80.826        0.149       99.851   2.2009E-02   4.6878E-01   1.6974E-01
     1873.000       19.296       80.704        0.150       99.850   2.2394E-02   4.6588E-01   1.7057E-01
     1873.000       19.418       80.582        0.151       99.849   2.2784E-02   4.6300E-01   1.7140E-01
     1873.000       19.540       80.460        0.152       99.848   2.3180E-02   4.6013E-01   1.7223E-01
     1873.000       19.662       80.338        0.153       99.847   2.3582E-02   4.5728E-01   1.7305E-01
     1873.000       19.784       80.216        0.154       99.846   2.3989E-02   4.5444E-01   1.7386E-01
     1873.000       19.906       80.094        0.155       99.845   2.4403E-02   4.5161E-01   1.7466E-01
     1873.000       20.028       79.972        0.156       99.844   2.4822E-02   4.4880E-01   1.7546E-01
     1873.000       20.149       79.851        0.157       99.843   2.5248E-02   4.4600E-01   1.7625E-01
     1873.000       20.271       79.729        0.158       99.842   2.5680E-02   4.4322E-01   1.7703E-01
     1873.000       20.392       79.608        0.159       99.841   2.6117E-02   4.4045E-01   1.7781E-01
     1873.000       20.514       79.486        0.160       99.840   2.6561E-02   4.3770E-01   1.7858E-01
     1873.000       20.635       79.365        0.161       99.839   2.7012E-02   4.3496E-01   1.7934E-01
     1873.000       20.756       79.244        0.162       99.838   2.7468E-02   4.3224E-01   1.8010E-01
     1873.000       20.877       79.123        0.163       99.837   2.7931E-02   4.2953E-01   1.8085E-01
     1873.000       20.998       79.002        0.164       99.836   2.8401E-02   4.2684E-01   1.8159E-01
     1873.000       21.119       78.881        0.165       99.835   2.8877E-02   4.2416E-01   1.8232E-01
     1873.000       21.240       78.760        0.166       99.834   2.9359E-02   4.2150E-01   1.8305E-01
     1873.000       21.361       78.639        0.167       99.833   2.9848E-02   4.1885E-01   1.8377E-01
     1873.000       21.482       78.518        0.168       99.832   3.0343E-02   4.1622E-01   1.8448E-01
     1873.000       21.602       78.398        0.169       99.831   3.0845E-02   4.1361E-01   1.8518E-01
     1873.000       21.723       78.277        0.170       99.830   3.1354E-02   4.1101E-01   1.8588E-01
     1873.000       21.843       78.157        0.171       99.829   3.1870E-02   4.0843E-01   1.8657E-01
     1873.000       21.964       78.036        0.172       99.828   3.2392E-02   4.0586E-01   1.8725E-01
     1873.000       22.084       77.916        0.173       99.827   3.2921E-02   4.0331E-01   1.8792E-01
     1873.000       22.204       77.796        0.174       99.826   3.3457E-02   4.0077E-01   1.8859E-01
     1873.000       22.324       77.676        0.175       99.825   3.4000E-02   3.9826E-01   1.8925E-01
     1873.000       22.444       77.556        0.176       99.824   3.4550E-02   3.9575E-01   1.8990E-01
     1873.000       22.564       77.436        0.177       99.823   3.5107E-02   3.9327E-01   1.9054E-01
     1873.000       22.684       77.316        0.178       99.822   3.5671E-02   3.9080E-01   1.9118E-01
     1873.000       22.804       77.196        0.179       99.821   3.6241E-02   3.8834E-01   1.9180E-01
     1873.000       22.924       77.076        0.180       99.820   3.6819E-02   3.8591E-01   1.9242E-01
     1873.000       23.044       76.956        0.181       99.819   3.7404E-02   3.8349E-01   1.9304E-01
     1873.000       23.163       76.837        0.182       99.818   3.7996E-02   3.8108E-01   1.9364E-01
     1873.000       23.283       76.717        0.183       99.817   3.8595E-02   3.7869E-01   1.9424E-01
     1873.000       23.402       76.598        0.184       99.816   3.9201E-02   3.7632E-01   1.9482E-01
     1873.000       23.521       76.479        0.185       99.815   3.9814E-02   3.7397E-01   1.9540E-01
     1873.000       23.641       76.359        0.186       99.814   4.0434E-02   3.7163E-01   1.9598E-01
     1873.000       23.760       76.240        0.187       99.813   4.1062E-02   3.6931E-01   1.9654E-01
     1873.000       23.879       76.121        0.188       99.812   4.1697E-02   3.6701E-01   1.9710E-01
     1873.000       23.998       76.002        0.189       99.811   4.2339E-02   3.6472E-01   1.9765E-01
     1873.000       24.117       75.883        0.190       99.810   4.2988E-02   3.6245E-01   1.9819E-01
     1873.000       24.236       75.764        0.191       99.809   4.3645E-02   3.6020E-01   1.9872E-01
     1873.000       24.355       75.645        0.192       99.808   4.4308E-02   3.5796E-01   1.9924E-01
     1873.000       24.473       75.527        0.193       99.807   4.4979E-02   3.5574E-01   1.9976E-01
     1873.000       24.592       75.408        0.194       99.806   4.5657E-02   3.5354E-01   2.0027E-01
     1873.000       24.711       75.289        0.195       99.805   4.6343E-02   3.5135E-01   2.0077E-01
     1873.000       24.829       75.171        0.196       99.804   4.7035E-02   3.4918E-01   2.0126E-01
     1873.000       24.947       75.053        0.197       99.803   4.7735E-02   3.4703E-01   2.0174E-01
     1873.000       25.066       74.934        0.198       99.802   4.8442E-02   3.4490E-01   2.0222E-01
     1873.000       25.184       74.816        0.199       99.801   4.9156E-02   3.4278E-01   2.0269E-01
     1873.000       25.302       74.698        0.200       99.800   4.9878E-02   3.4068E-01   2.0315E-01
     1873.000       25.420       74.580        0.201       99.799   5.0607E-02   3.3859E-01   2.0360E-01
     1873.000       25.538       74.462        0.202       99.798   5.1342E-02   3.3652E-01   2.0405E-01
     1873.000       25.656       74.344        0.203       99.797   5.2085E-02   3.3447E-01   2.0448E-01
     1873.000       25.774       74.226        0.204       99.796   5.2836E-02   3.3243E-01   2.0491E-01
     1873.000       25.892       74.108        0.205       99.795   5.3593E-02   3.3041E-01   2.0533E-01
     1873.000       26.010       73.990        0.206       99.794   5.4357E-02   3.2841E-01   2.0574E-01
     1873.000       26.127       73.873        0.207       99.793   5.5129E-02   3.2643E-01   2.0615E-01
     1873.000       26.245       73.755        0.208       99.792   5.5907E-02   3.2446E-01   2.0654E-01
     1873.000       26.362       73.638        0.209       99.791   5.6693E-02   3.2251E-01   2.0693E-01
     1873.000       26.480       73.520        0.210       99.790   5.7486E-02   3.2057E-01   2.0731E-01
     1873.000       26.597       73.403        0.211       99.789   5.8285E-02   3.1865E-01   2.0769E-01
     1873.000       26.714       73.286        0.212       99.788   5.9092E-02   3.1675E-01   2.0805E-01
     1873.000       26.831       73.169        0.213       99.787   5.9906E-02   3.1486E-01   2.0841E-01
     1873.000       26.948       73.052        0.214       99.786   6.0726E-02   3.1299E-01   2.0876E-01
     1873.000       27.065       72.935        0.215       99.785   6.1553E-02   3.1113E-01   2.0910E-01
     1873.000       27.182       72.818        0.216       99.784   6.2388E-02   3.0929E-01   2.0944E-01
     1873.000       27.299       72.701        0.217       99.783   6.3228E-02   3.0747E-01   2.0977E-01
     1873.000       27.416       72.584        0.218       99.782   6.4076E-02   3.0566E-01   2.1009E-01
     1873.000       27.533       72.467        0.219       99.781   6.4931E-02   3.0387E-01   2.1040E-01
     1873.000       27.649       72.351        0.220       99.780   6.5792E-02   3.0209E-01   2.1071E-01
     1873.000       27.766       72.234        0.221       99.779   6.6659E-02   3.0033E-01   2.1100E-01
     1873.000       27.882       72.118        0.222       99.778   6.7534E-02   2.9859E-01   2.1129E-01
     1873.000       27.999       72.001        0.223       99.777   6.8414E-02   2.9686E-01   2.1158E-01
     1873.000       28.115       71.885        0.224       99.776   6.9302E-02   2.9514E-01   2.1185E-01
     1873.000       28.231       71.769        0.225       99.775   7.0196E-02   2.9344E-01   2.1212E-01
     1873.000       28.347       71.653        0.226       99.774   7.1096E-02   2.9176E-01   2.1238E-01
     1873.000       28.463       71.537        0.227       99.773   7.2003E-02   2.9009E-01   2.1264E-01
     1873.000       28.579       71.421        0.228       99.772   7.2915E-02   2.8844E-01   2.1288E-01
     1873.000       28.695       71.305        0.229       99.771   7.3834E-02   2.8680E-01   2.1312E-01
     1873.000       28.811       71.189        0.230       99.770   7.4760E-02   2.8517E-01   2.1336E-01
     1873.000       28.927       71.073        0.231       99.769   7.5691E-02   2.8356E-01   2.1358E-01
     1873.000       29.043       70.957        0.232       99.768   7.6629E-02   2.8196E-01   2.1380E-01
     1873.000       29.158       70.842        0.233       99.767   7.7573E-02   2.8038E-01   2.1401E-01
     1873.000       29.274       70.726        0.234       99.766   7.8523E-02   2.7882E-01   2.1422E-01
     1873.000       29.389       70.611        0.235       99.765   7.9478E-02   2.7726E-01   2.1442E-01
     1873.000       29.505       70.495        0.236       99.764   8.0440E-02   2.7573E-01   2.1461E-01
     1873.000       29.620       70.380        0.237       99.763   8.1408E-02   2.7420E-01   2.1480E-01
     1873.000       29.735       70.265        0.238       99.762   8.2381E-02   2.7269E-01   2.1498E-01
     1873.000       29.850       70.150        0.239       99.761   8.3360E-02   2.7119E-01   2.1515E-01
     1873.000       29.965       70.035        0.240       99.760   8.4345E-02   2.6971E-01   2.1532E-01
     1873.000       30.080       69.920        0.241       99.759   8.5335E-02   2.6824E-01   2.1548E-01
     1873.000       30.195       69.805        0.242       99.758   8.6331E-02   2.6678E-01   2.1563E-01
     1873.000       30.310       69.690        0.243       99.757   8.7332E-02   2.6534E-01   2.1578E-01
     1873.000       30.425       69.575        0.244       99.756   8.8339E-02   2.6391E-01   2.1592E-01
     1873.000       30.540       69.460        0.245       99.755   8.9351E-02   2.6249E-01   2.1605E-01
     1873.000       30.654       69.346        0.246       99.754   9.0369E-02   2.6109E-01   2.1618E-01
     1873.000       30.769       69.231        0.247       99.753   9.1391E-02   2.5970E-01   2.1630E-01
     1873.000       30.883       69.117        0.248       99.752   9.2420E-02   2.5832E-01   2.1642E-01
     1873.000       30.998       69.002        0.249       99.751   9.3453E-02   2.5695E-01   2.1653E-01
     1873.000       31.112       68.888        0.250       99.750   9.4491E-02   2.5560E-01   2.1664E-01
     1873.000       31.227       68.773        0.251       99.749   9.5535E-02   2.5426E-01   2.1674E-01
     1873.000       31.341       68.659        0.252       99.748   9.6583E-02   2.5293E-01   2.1683E-01
     1873.000       31.455       68.545        0.253       99.747   9.7636E-02   2.5161E-01   2.1692E-01
     1873.000       31.569       68.431        0.254       99.746   9.8694E-02   2.5031E-01   2.1700E-01
     1873.000       31.683       68.317        0.255       99.745   9.9758E-02   2.4901E-01   2.1708E-01
     1873.000       31.797       68.203        0.256       99.744   1.0083E-01   2.4773E-01   2.1715E-01
     1873.000       31.911       68.089        0.257       99.743   1.0190E-01   2.4646E-01   2.1721E-01
     1873.000       32.024       67.976        0.258       99.742   1.0297E-01   2.4520E-01   2.1727E-01
     1873.000       32.138       67.862        0.259       99.741   1.0406E-01   2.4396E-01   2.1733E-01
     1873.000       32.252       67.748        0.260       99.740   1.0514E-01   2.4272E-01   2.1738E-01
     1873.000       32.365       67.635        0.261       99.739   1.0623E-01   2.4150E-01   2.1742E-01
     1873.000       32.479       67.521        0.262       99.738   1.0733E-01   2.4028E-01   2.1746E-01
     1873.000       32.592       67.408        0.263       99.737   1.0843E-01   2.3908E-01   2.1750E-01
     1873.000       32.705       67.295        0.264       99.736   1.0953E-01   2.3789E-01   2.1753E-01
     1873.000       32.818       67.182        0.265       99.735   1.1064E-01   2.3671E-01   2.1755E-01
     1873.000       32.932       67.068        0.266       99.734   1.1175E-01   2.3554E-01   2.1757E-01
     1873.000       33.045       66.955        0.267       99.733   1.1287E-01   2.3438E-01   2.1758E-01
     1873.000       33.158       66.842        0.268       99.732   1.1399E-01   2.3323E-01   2.1759E-01
     1873.000       33.271       66.729        0.269       99.731   1.1511E-01   2.3209E-01   2.1760E-01
     1873.000       33.384       66.616        0.270       99.730   1.1623E-01   2.3097E-01   2.1760E-01
     1873.000       33.496       66.504        0.271       99.729   1.1736E-01   2.2985E-01   2.1760E-01
     1873.000       33.609       66.391        0.272       99.728   1.1850E-01   2.2874E-01   2.1759E-01
     1873.000       33.722       66.278        0.273       99.727   1.1964E-01   2.2764E-01   2.1757E-01
     1873.000       33.834       66.166        0.274       99.726   1.2078E-01   2.2655E-01   2.1755E-01
     1873.000       33.947       66.053        0.275       99.725   1.2193E-01   2.2547E-01   2.1753E-01
     1873.000       34.059       65.941        0.276       99.724   1.2308E-01   2.2440E-01   2.1751E-01
     1873.000       34.172       65.828        0.277       99.723   1.2424E-01   2.2334E-01   2.1747E-01
     1873.000       34.284       65.716        0.278       99.722   1.2539E-01   2.2229E-01   2.1744E-01
     1873.000       34.396       65.604        0.279       99.721   1.2656E-01   2.2125E-01   2.1740E-01
     1873.000       34.508       65.492        0.280       99.720   1.2772E-01   2.2021E-01   2.1736E-01
     1873.000       34.620       65.380        0.281       99.719   1.2889E-01   2.1919E-01   2.1731E-01
     1873.000       34.732       65.268        0.282       99.718   1.3006E-01   2.1817E-01   2.1726E-01
     1873.000       34.844       65.156        0.283       99.717   1.3124E-01   2.1716E-01   2.1720E-01
     1873.000       34.956       65.044        0.284       99.716   1.3241E-01   2.1617E-01   2.1714E-01
     1873.000       35.068       64.932        0.285       99.715   1.3360E-01   2.1518E-01   2.1708E-01
     1873.000       35.180       64.820        0.286       99.714   1.3478E-01   2.1419E-01   2.1701E-01
     1873.000       35.291       64.709        0.287       99.713   1.3597E-01   2.1322E-01   2.1694E-01
     1873.000       35.403       64.597        0.288       99.712   1.3716E-01   2.1226E-01   2.1686E-01
     1873.000       35.514       64.486        0.289       99.711   1.3836E-01   2.1130E-01   2.1678E-01
     1873.000       35.626       64.374        0.290       99.710   1.3955E-01   2.1035E-01   2.1670E-01
     1873.000       35.737       64.263        0.291       99.709   1.4075E-01   2.0941E-01   2.1661E-01
     1873.000       35.848       64.152        0.292       99.708   1.4195E-01   2.0848E-01   2.1652E-01
     1873.000       35.959       64.041        0.293       99.707   1.4316E-01   2.0755E-01   2.1643E-01
     1873.000       36.071       63.929        0.294       99.706   1.4437E-01   2.0664E-01   2.1633E-01
     1873.000       36.182       63.818        0.295       99.705   1.4558E-01   2.0573E-01   2.1623E-01
     1873.000       36.293       63.707        0.296       99.704   1.4679E-01   2.0483E-01   2.1613E-01
     1873.000       36.404       63.596        0.297       99.703   1.4801E-01   2.0393E-01   2.1602E-01
     1873.000       36.514       63.486        0.298       99.702   1.4923E-01   2.0305E-01   2.1591E-01
     1873.000       36.625       63.375        0.299       99.701   1.5045E-01   2.0217E-01   2.1579E-01
     1873.000       36.736       63.264        0.300       99.700   1.5168E-01   2.0129E-01   2.1568E-01
     1873.000       36.847       63.153        0.301       99.699   1.5290E-01   2.0043E-01   2.1556E-01
