   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1923.000        8.479       91.521        0.064       99.936   4.2699E-03   7.5417E-01   8.0520E-02
     1923.000        8.608       91.392        0.065       99.935   4.3755E-03   7.5050E-01   8.1709E-02
     1923.000        8.738       91.262        0.066       99.934   4.4828E-03   7.4683E-01   8.2896E-02
     1923.000        8.867       91.133        0.067       99.933   4.5918E-03   7.4317E-01   8.4080E-02
     1923.000        8.996       91.004        0.068       99.932   4.7024E-03   7.3951E-01   8.5262E-02
     1923.000        9.125       90.875        0.069       99.931   4.8148E-03   7.3586E-01   8.6441E-02
     1923.000        9.254       90.746        0.070       99.930   4.9291E-03   7.3222E-01   8.7617E-02
     1923.000        9.383       90.617        0.071       99.929   5.0451E-03   7.2858E-01   8.8791E-02
     1923.000        9.512       90.488        0.072       99.928   5.1629E-03   7.2495E-01   8.9961E-02
     1923.000        9.641       90.359        0.073       99.927   5.2826E-03   7.2133E-01   9.1129E-02
     1923.000        9.770       90.230        0.074       99.926   5.4042E-03   7.1771E-01   9.2295E-02
     1923.000        9.898       90.102        0.075       99.925   5.5278E-03   7.1410E-01   9.3457E-02
     1923.000       10.027       89.973        0.076       99.924   5.6533E-03   7.1049E-01   9.4617E-02
     1923.000       10.155       89.845        0.077       99.923   5.7808E-03   7.0690E-01   9.5774E-02
     1923.000       10.284       89.716        0.078       99.922   5.9104E-03   7.0330E-01   9.6928E-02
     1923.000       10.412       89.588        0.079       99.921   6.0420E-03   6.9972E-01   9.8078E-02
     1923.000       10.540       89.460        0.080       99.920   6.1757E-03   6.9614E-01   9.9226E-02
     1923.000       10.668       89.332        0.081       99.919   6.3115E-03   6.9257E-01   1.0037E-01
     1923.000       10.796       89.204        0.082       99.918   6.4495E-03   6.8901E-01   1.0151E-01
     1923.000       10.924       89.076        0.083       99.917   6.5897E-03   6.8545E-01   1.0265E-01
     1923.000       11.052       88.948        0.084       99.916   6.7321E-03   6.8190E-01   1.0379E-01
     1923.000       11.179       88.821        0.085       99.915   6.8769E-03   6.7836E-01   1.0492E-01
     1923.000       11.307       88.693        0.086       99.914   7.0239E-03   6.7483E-01   1.0605E-01
     1923.000       11.435       88.565        0.087       99.913   7.1732E-03   6.7130E-01   1.0718E-01
     1923.000       11.562       88.438        0.088       99.912   7.3250E-03   6.6778E-01   1.0830E-01
     1923.000       11.689       88.311        0.089       99.911   7.4792E-03   6.6427E-01   1.0942E-01
     1923.000       11.817       88.183        0.090       99.910   7.6359E-03   6.6076E-01   1.1053E-01
     1923.000       11.944       88.056        0.091       99.909   7.7951E-03   6.5726E-01   1.1165E-01
     1923.000       12.071       87.929        0.092       99.908   7.9568E-03   6.5377E-01   1.1276E-01
     1923.000       12.198       87.802        0.093       99.907   8.1211E-03   6.5029E-01   1.1386E-01
     1923.000       12.325       87.675        0.094       99.906   8.2880E-03   6.4682E-01   1.1496E-01
     1923.000       12.452       87.548        0.095       99.905   8.4577E-03   6.4335E-01   1.1606E-01
     1923.000       12.579       87.421        0.096       99.904   8.6300E-03   6.3989E-01   1.1716E-01
     1923.000       12.705       87.295        0.097       99.903   8.8051E-03   6.3644E-01   1.1825E-01
     1923.000       12.832       87.168        0.098       99.902   8.9830E-03   6.3300E-01   1.1934E-01
     1923.000       12.958       87.042        0.099       99.901   9.1637E-03   6.2957E-01   1.2042E-01
     1923.000       13.085       86.915        0.100       99.900   9.3474E-03   6.2614E-01   1.2150E-01
     1923.000       13.211       86.789        0.101       99.899   9.5340E-03   6.2273E-01   1.2258E-01
     1923.000       13.337       86.663        0.102       99.898   9.7235E-03   6.1932E-01   1.2365E-01
     1923.000       13.463       86.537        0.103       99.897   9.9161E-03   6.1592E-01   1.2472E-01
     1923.000       13.589       86.411        0.104       99.896   1.0112E-02   6.1253E-01   1.2579E-01
     1923.000       13.715       86.285        0.105       99.895   1.0311E-02   6.0915E-01   1.2685E-01
     1923.000       13.841       86.159        0.106       99.894   1.0513E-02   6.0578E-01   1.2790E-01
     1923.000       13.967       86.033        0.107       99.893   1.0718E-02   6.0241E-01   1.2896E-01
     1923.000       14.093       85.907        0.108       99.892   1.0926E-02   5.9906E-01   1.3000E-01
     1923.000       14.218       85.782        0.109       99.891   1.1138E-02   5.9571E-01   1.3105E-01
     1923.000       14.344       85.656        0.110       99.890   1.1353E-02   5.9238E-01   1.3209E-01
     1923.000       14.469       85.531        0.111       99.889   1.1572E-02   5.8905E-01   1.3313E-01
     1923.000       14.595       85.405        0.112       99.888   1.1794E-02   5.8573E-01   1.3416E-01
     1923.000       14.720       85.280        0.113       99.887   1.2020E-02   5.8243E-01   1.3518E-01
     1923.000       14.845       85.155        0.114       99.886   1.2249E-02   5.7913E-01   1.3621E-01
     1923.000       14.970       85.030        0.115       99.885   1.2482E-02   5.7584E-01   1.3723E-01
     1923.000       15.095       84.905        0.116       99.884   1.2719E-02   5.7256E-01   1.3824E-01
     1923.000       15.220       84.780        0.117       99.883   1.2959E-02   5.6929E-01   1.3925E-01
     1923.000       15.345       84.655        0.118       99.882   1.3203E-02   5.6604E-01   1.4025E-01
     1923.000       15.470       84.530        0.119       99.881   1.3451E-02   5.6279E-01   1.4125E-01
     1923.000       15.595       84.405        0.120       99.880   1.3703E-02   5.5955E-01   1.4225E-01
     1923.000       15.719       84.281        0.121       99.879   1.3959E-02   5.5633E-01   1.4324E-01
     1923.000       15.844       84.156        0.122       99.878   1.4219E-02   5.5311E-01   1.4422E-01
     1923.000       15.968       84.032        0.123       99.877   1.4483E-02   5.4991E-01   1.4520E-01
     1923.000       16.093       83.907        0.124       99.876   1.4751E-02   5.4671E-01   1.4618E-01
     1923.000       16.217       83.783        0.125       99.875   1.5023E-02   5.4353E-01   1.4715E-01
     1923.000       16.341       83.659        0.126       99.874   1.5300E-02   5.4036E-01   1.4811E-01
     1923.000       16.465       83.535        0.127       99.873   1.5581E-02   5.3719E-01   1.4907E-01
     1923.000       16.589       83.411        0.128       99.872   1.5866E-02   5.3404E-01   1.5003E-01
     1923.000       16.713       83.287        0.129       99.871   1.6156E-02   5.3091E-01   1.5098E-01
     1923.000       16.837       83.163        0.130       99.870   1.6450E-02   5.2778E-01   1.5192E-01
     1923.000       16.961       83.039        0.131       99.869   1.6749E-02   5.2466E-01   1.5286E-01
     1923.000       17.084       82.916        0.132       99.868   1.7052E-02   5.2156E-01   1.5379E-01
     1923.000       17.208       82.792        0.133       99.867   1.7361E-02   5.1847E-01   1.5472E-01
     1923.000       17.332       82.668        0.134       99.866   1.7673E-02   5.1539E-01   1.5564E-01
     1923.000       17.455       82.545        0.135       99.865   1.7991E-02   5.1232E-01   1.5656E-01
     1923.000       17.578       82.422        0.136       99.864   1.8313E-02   5.0927E-01   1.5747E-01
     1923.000       17.702       82.298        0.137       99.863   1.8641E-02   5.0622E-01   1.5838E-01
     1923.000       17.825       82.175        0.138       99.862   1.8973E-02   5.0319E-01   1.5928E-01
     1923.000       17.948       82.052        0.139       99.861   1.9311E-02   5.0017E-01   1.6017E-01
     1923.000       18.071       81.929        0.140       99.860   1.9653E-02   4.9717E-01   1.6106E-01
     1923.000       18.194       81.806        0.141       99.859   2.0001E-02   4.9418E-01   1.6194E-01
     1923.000       18.317       81.683        0.142       99.858   2.0354E-02   4.9120E-01   1.6282E-01
     1923.000       18.439       81.561        0.143       99.857   2.0712E-02   4.8823E-01   1.6369E-01
     1923.000       18.562       81.438        0.144       99.856   2.1075E-02   4.8528E-01   1.6455E-01
     1923.000       18.685       81.315        0.145       99.855   2.1444E-02   4.8234E-01   1.6541E-01
     1923.000       18.807       81.193        0.146       99.854   2.1818E-02   4.7941E-01   1.6626E-01
     1923.000       18.930       81.070        0.147       99.853   2.2198E-02   4.7650E-01   1.6710E-01
     1923.000       19.052       80.948        0.148       99.852   2.2583E-02   4.7360E-01   1.6794E-01
     1923.000       19.174       80.826        0.149       99.851   2.2974E-02   4.7071E-01   1.6877E-01
     1923.000       19.296       80.704        0.150       99.850   2.3371E-02   4.6784E-01   1.6960E-01
     1923.000       19.418       80.582        0.151       99.849   2.3773E-02   4.6498E-01   1.7041E-01
     1923.000       19.540       80.460        0.152       99.848   2.4182E-02   4.6214E-01   1.7123E-01
     1923.000       19.662       80.338        0.153       99.847   2.4596E-02   4.5931E-01   1.7203E-01
     1923.000       19.784       80.216        0.154       99.846   2.5016E-02   4.5649E-01   1.7283E-01
     1923.000       19.906       80.094        0.155       99.845   2.5442E-02   4.5369E-01   1.7362E-01
     1923.000       20.028       79.972        0.156       99.844   2.5874E-02   4.5090E-01   1.7441E-01
     1923.000       20.149       79.851        0.157       99.843   2.6312E-02   4.4813E-01   1.7519E-01
     1923.000       20.271       79.729        0.158       99.842   2.6756E-02   4.4537E-01   1.7596E-01
     1923.000       20.392       79.608        0.159       99.841   2.7206E-02   4.4263E-01   1.7672E-01
     1923.000       20.514       79.486        0.160       99.840   2.7662E-02   4.3990E-01   1.7748E-01
     1923.000       20.635       79.365        0.161       99.839   2.8125E-02   4.3719E-01   1.7823E-01
     1923.000       20.756       79.244        0.162       99.838   2.8594E-02   4.3449E-01   1.7897E-01
     1923.000       20.877       79.123        0.163       99.837   2.9070E-02   4.3181E-01   1.7971E-01
     1923.000       20.998       79.002        0.164       99.836   2.9551E-02   4.2914E-01   1.8044E-01
     1923.000       21.119       78.881        0.165       99.835   3.0040E-02   4.2649E-01   1.8116E-01
     1923.000       21.240       78.760        0.166       99.834   3.0534E-02   4.2385E-01   1.8187E-01
     1923.000       21.361       78.639        0.167       99.833   3.1036E-02   4.2123E-01   1.8258E-01
     1923.000       21.482       78.518        0.168       99.832   3.1544E-02   4.1862E-01   1.8328E-01
     1923.000       21.602       78.398        0.169       99.831   3.2058E-02   4.1603E-01   1.8397E-01
     1923.000       21.723       78.277        0.170       99.830   3.2579E-02   4.1346E-01   1.8465E-01
     1923.000       21.843       78.157        0.171       99.829   3.3107E-02   4.1090E-01   1.8533E-01
     1923.000       21.964       78.036        0.172       99.828   3.3642E-02   4.0836E-01   1.8600E-01
     1923.000       22.084       77.916        0.173       99.827   3.4183E-02   4.0583E-01   1.8666E-01
     1923.000       22.204       77.796        0.174       99.826   3.4731E-02   4.0332E-01   1.8731E-01
     1923.000       22.324       77.676        0.175       99.825   3.5286E-02   4.0083E-01   1.8796E-01
     1923.000       22.444       77.556        0.176       99.824   3.5848E-02   3.9835E-01   1.8860E-01
     1923.000       22.564       77.436        0.177       99.823   3.6417E-02   3.9589E-01   1.8923E-01
     1923.000       22.684       77.316        0.178       99.822   3.6993E-02   3.9344E-01   1.8985E-01
     1923.000       22.804       77.196        0.179       99.821   3.7575E-02   3.9101E-01   1.9047E-01
     1923.000       22.924       77.076        0.180       99.820   3.8165E-02   3.8860E-01   1.9108E-01
     1923.000       23.044       76.956        0.181       99.819   3.8761E-02   3.8620E-01   1.9168E-01
     1923.000       23.163       76.837        0.182       99.818   3.9365E-02   3.8382E-01   1.9227E-01
     1923.000       23.283       76.717        0.183       99.817   3.9976E-02   3.8146E-01   1.9286E-01
     1923.000       23.402       76.598        0.184       99.816   4.0593E-02   3.7911E-01   1.9343E-01
     1923.000       23.521       76.479        0.185       99.815   4.1218E-02   3.7678E-01   1.9400E-01
     1923.000       23.641       76.359        0.186       99.814   4.1850E-02   3.7446E-01   1.9456E-01
     1923.000       23.760       76.240        0.187       99.813   4.2489E-02   3.7217E-01   1.9511E-01
     1923.000       23.879       76.121        0.188       99.812   4.3135E-02   3.6988E-01   1.9566E-01
     1923.000       23.998       76.002        0.189       99.811   4.3788E-02   3.6762E-01   1.9620E-01
     1923.000       24.117       75.883        0.190       99.810   4.4448E-02   3.6537E-01   1.9673E-01
     1923.000       24.236       75.764        0.191       99.809   4.5115E-02   3.6314E-01   1.9725E-01
     1923.000       24.355       75.645        0.192       99.808   4.5790E-02   3.6092E-01   1.9776E-01
     1923.000       24.473       75.527        0.193       99.807   4.6471E-02   3.5873E-01   1.9827E-01
     1923.000       24.592       75.408        0.194       99.806   4.7160E-02   3.5654E-01   1.9877E-01
     1923.000       24.711       75.289        0.195       99.805   4.7855E-02   3.5438E-01   1.9926E-01
     1923.000       24.829       75.171        0.196       99.804   4.8558E-02   3.5223E-01   1.9974E-01
     1923.000       24.947       75.053        0.197       99.803   4.9268E-02   3.5010E-01   2.0021E-01
     1923.000       25.066       74.934        0.198       99.802   4.9985E-02   3.4798E-01   2.0068E-01
     1923.000       25.184       74.816        0.199       99.801   5.0709E-02   3.4588E-01   2.0114E-01
     1923.000       25.302       74.698        0.200       99.800   5.1440E-02   3.4380E-01   2.0159E-01
     1923.000       25.420       74.580        0.201       99.799   5.2179E-02   3.4173E-01   2.0203E-01
     1923.000       25.538       74.462        0.202       99.798   5.2924E-02   3.3968E-01   2.0246E-01
     1923.000       25.656       74.344        0.203       99.797   5.3676E-02   3.3765E-01   2.0289E-01
     1923.000       25.774       74.226        0.204       99.796   5.4436E-02   3.3563E-01   2.0331E-01
     1923.000       25.892       74.108        0.205       99.795   5.5202E-02   3.3363E-01   2.0372E-01
     1923.000       26.010       73.990        0.206       99.794   5.5975E-02   3.3165E-01   2.0413E-01
     1923.000       26.127       73.873        0.207       99.793   5.6755E-02   3.2968E-01   2.0452E-01
     1923.000       26.245       73.755        0.208       99.792   5.7542E-02   3.2773E-01   2.0491E-01
     1923.000       26.362       73.638        0.209       99.791   5.8336E-02   3.2579E-01   2.0529E-01
     1923.000       26.480       73.520        0.210       99.790   5.9138E-02   3.2387E-01   2.0566E-01
     1923.000       26.597       73.403        0.211       99.789   5.9945E-02   3.2197E-01   2.0603E-01
     1923.000       26.714       73.286        0.212       99.788   6.0760E-02   3.2008E-01   2.0639E-01
     1923.000       26.831       73.169        0.213       99.787   6.1581E-02   3.1821E-01   2.0674E-01
     1923.000       26.948       73.052        0.214       99.786   6.2409E-02   3.1635E-01   2.0708E-01
     1923.000       27.065       72.935        0.215       99.785   6.3244E-02   3.1451E-01   2.0741E-01
     1923.000       27.182       72.818        0.216       99.784   6.4085E-02   3.1269E-01   2.0774E-01
     1923.000       27.299       72.701        0.217       99.783   6.4934E-02   3.1088E-01   2.0806E-01
     1923.000       27.416       72.584        0.218       99.782   6.5788E-02   3.0908E-01   2.0838E-01
     1923.000       27.533       72.467        0.219       99.781   6.6649E-02   3.0731E-01   2.0868E-01
     1923.000       27.649       72.351        0.220       99.780   6.7517E-02   3.0554E-01   2.0898E-01
     1923.000       27.766       72.234        0.221       99.779   6.8391E-02   3.0380E-01   2.0927E-01
     1923.000       27.882       72.118        0.222       99.778   6.9272E-02   3.0206E-01   2.0955E-01
     1923.000       27.999       72.001        0.223       99.777   7.0159E-02   3.0035E-01   2.0983E-01
     1923.000       28.115       71.885        0.224       99.776   7.1052E-02   2.9864E-01   2.1010E-01
     1923.000       28.231       71.769        0.225       99.775   7.1952E-02   2.9696E-01   2.1036E-01
     1923.000       28.347       71.653        0.226       99.774   7.2858E-02   2.9528E-01   2.1062E-01
     1923.000       28.463       71.537        0.227       99.773   7.3770E-02   2.9362E-01   2.1087E-01
     1923.000       28.579       71.421        0.228       99.772   7.4689E-02   2.9198E-01   2.1111E-01
     1923.000       28.695       71.305        0.229       99.771   7.5613E-02   2.9035E-01   2.1134E-01
     1923.000       28.811       71.189        0.230       99.770   7.6543E-02   2.8874E-01   2.1157E-01
     1923.000       28.927       71.073        0.231       99.769   7.7480E-02   2.8714E-01   2.1179E-01
     1923.000       29.043       70.957        0.232       99.768   7.8422E-02   2.8555E-01   2.1201E-01
     1923.000       29.158       70.842        0.233       99.767   7.9371E-02   2.8398E-01   2.1222E-01
     1923.000       29.274       70.726        0.234       99.766   8.0325E-02   2.8242E-01   2.1242E-01
     1923.000       29.389       70.611        0.235       99.765   8.1285E-02   2.8088E-01   2.1261E-01
     1923.000       29.505       70.495        0.236       99.764   8.2251E-02   2.7935E-01   2.1280E-01
     1923.000       29.620       70.380        0.237       99.763   8.3222E-02   2.7783E-01   2.1298E-01
     1923.000       29.735       70.265        0.238       99.762   8.4199E-02   2.7633E-01   2.1316E-01
     1923.000       29.850       70.150        0.239       99.761   8.5182E-02   2.7484E-01   2.1333E-01
     1923.000       29.965       70.035        0.240       99.760   8.6170E-02   2.7336E-01   2.1349E-01
     1923.000       30.080       69.920        0.241       99.759   8.7164E-02   2.7190E-01   2.1365E-01
     1923.000       30.195       69.805        0.242       99.758   8.8163E-02   2.7045E-01   2.1380E-01
     1923.000       30.310       69.690        0.243       99.757   8.9167E-02   2.6901E-01   2.1394E-01
     1923.000       30.425       69.575        0.244       99.756   9.0178E-02   2.6759E-01   2.1408E-01
     1923.000       30.540       69.460        0.245       99.755   9.1193E-02   2.6618E-01   2.1421E-01
     1923.000       30.654       69.346        0.246       99.754   9.2213E-02   2.6478E-01   2.1434E-01
     1923.000       30.769       69.231        0.247       99.753   9.3239E-02   2.6339E-01   2.1446E-01
     1923.000       30.883       69.117        0.248       99.752   9.4269E-02   2.6202E-01   2.1457E-01
     1923.000       30.998       69.002        0.249       99.751   9.5305E-02   2.6066E-01   2.1468E-01
     1923.000       31.112       68.888        0.250       99.750   9.6345E-02   2.5931E-01   2.1478E-01
     1923.000       31.227       68.773        0.251       99.749   9.7390E-02   2.5797E-01   2.1488E-01
     1923.000       31.341       68.659        0.252       99.748   9.8441E-02   2.5664E-01   2.1497E-01
     1923.000       31.455       68.545        0.253       99.747   9.9496E-02   2.5533E-01   2.1506E-01
     1923.000       31.569       68.431        0.254       99.746   1.0056E-01   2.5403E-01   2.1514E-01
     1923.000       31.683       68.317        0.255       99.745   1.0162E-01   2.5274E-01   2.1521E-01
     1923.000       31.797       68.203        0.256       99.744   1.0269E-01   2.5146E-01   2.1528E-01
     1923.000       31.911       68.089        0.257       99.743   1.0376E-01   2.5019E-01   2.1535E-01
     1923.000       32.024       67.976        0.258       99.742   1.0484E-01   2.4894E-01   2.1541E-01
     1923.000       32.138       67.862        0.259       99.741   1.0592E-01   2.4769E-01   2.1546E-01
     1923.000       32.252       67.748        0.260       99.740   1.0701E-01   2.4646E-01   2.1551E-01
     1923.000       32.365       67.635        0.261       99.739   1.0810E-01   2.4524E-01   2.1555E-01
     1923.000       32.479       67.521        0.262       99.738   1.0920E-01   2.4402E-01   2.1559E-01
     1923.000       32.592       67.408        0.263       99.737   1.1030E-01   2.4282E-01   2.1563E-01
     1923.000       32.705       67.295        0.264       99.736   1.1140E-01   2.4163E-01   2.1565E-01
     1923.000       32.818       67.182        0.265       99.735   1.1251E-01   2.4045E-01   2.1568E-01
     1923.000       32.932       67.068        0.266       99.734   1.1362E-01   2.3928E-01   2.1570E-01
     1923.000       33.045       66.955        0.267       99.733   1.1474E-01   2.3812E-01   2.1571E-01
     1923.000       33.158       66.842        0.268       99.732   1.1586E-01   2.3698E-01   2.1572E-01
     1923.000       33.271       66.729        0.269       99.731   1.1699E-01   2.3584E-01   2.1573E-01
     1923.000       33.384       66.616        0.270       99.730   1.1810E-01   2.3472E-01   2.1573E-01
     1923.000       33.496       66.504        0.271       99.729   1.1924E-01   2.3360E-01   2.1572E-01
     1923.000       33.609       66.391        0.272       99.728   1.2037E-01   2.3249E-01   2.1571E-01
     1923.000       33.722       66.278        0.273       99.727   1.2151E-01   2.3139E-01   2.1570E-01
     1923.000       33.834       66.166        0.274       99.726   1.2266E-01   2.3030E-01   2.1568E-01
     1923.000       33.947       66.053        0.275       99.725   1.2380E-01   2.2922E-01   2.1566E-01
     1923.000       34.059       65.941        0.276       99.724   1.2495E-01   2.2815E-01   2.1563E-01
     1923.000       34.172       65.828        0.277       99.723   1.2611E-01   2.2708E-01   2.1560E-01
     1923.000       34.284       65.716        0.278       99.722   1.2726E-01   2.2603E-01   2.1557E-01
     1923.000       34.396       65.604        0.279       99.721   1.2843E-01   2.2499E-01   2.1553E-01
     1923.000       34.508       65.492        0.280       99.720   1.2959E-01   2.2395E-01   2.1549E-01
     1923.000       34.620       65.380        0.281       99.719   1.3076E-01   2.2292E-01   2.1544E-01
     1923.000       34.732       65.268        0.282       99.718   1.3193E-01   2.2191E-01   2.1539E-01
     1923.000       34.844       65.156        0.283       99.717   1.3310E-01   2.2090E-01   2.1533E-01
     1923.000       34.956       65.044        0.284       99.716   1.3428E-01   2.1990E-01   2.1527E-01
     1923.000       35.068       64.932        0.285       99.715   1.3546E-01   2.1890E-01   2.1521E-01
     1923.000       35.180       64.820        0.286       99.714   1.3664E-01   2.1792E-01   2.1515E-01
     1923.000       35.291       64.709        0.287       99.713   1.3783E-01   2.1694E-01   2.1507E-01
     1923.000       35.403       64.597        0.288       99.712   1.3902E-01   2.1598E-01   2.1500E-01
     1923.000       35.514       64.486        0.289       99.711   1.4021E-01   2.1502E-01   2.1492E-01
     1923.000       35.626       64.374        0.290       99.710   1.4141E-01   2.1407E-01   2.1484E-01
     1923.000       35.737       64.263        0.291       99.709   1.4261E-01   2.1312E-01   2.1476E-01
     1923.000       35.848       64.152        0.292       99.708   1.4381E-01   2.1219E-01   2.1467E-01
     1923.000       35.959       64.041        0.293       99.707   1.4501E-01   2.1126E-01   2.1458E-01
     1923.000       36.071       63.929        0.294       99.706   1.4622E-01   2.1034E-01   2.1448E-01
     1923.000       36.182       63.818        0.295       99.705   1.4743E-01   2.0943E-01   2.1438E-01
     1923.000       36.293       63.707        0.296       99.704   1.4864E-01   2.0852E-01   2.1428E-01
     1923.000       36.404       63.596        0.297       99.703   1.4986E-01   2.0762E-01   2.1417E-01
     1923.000       36.514       63.486        0.298       99.702   1.5107E-01   2.0673E-01   2.1406E-01
     1923.000       36.625       63.375        0.299       99.701   1.5229E-01   2.0585E-01   2.1395E-01
     1923.000       36.736       63.264        0.300       99.700   1.5352E-01   2.0497E-01   2.1384E-01
     1923.000       36.847       63.153        0.301       99.699   1.5474E-01   2.0410E-01   2.1372E-01
