   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1923.000       36.957       63.043        0.302       99.698   1.5597E-01   2.0324E-01   2.1360E-01
     1923.000       37.068       62.932        0.303       99.697   1.5720E-01   2.0238E-01   2.1347E-01
     1923.000       37.178       62.822        0.304       99.696   1.5843E-01   2.0154E-01   2.1335E-01
     1923.000       37.288       62.712        0.305       99.695   1.5966E-01   2.0069E-01   2.1321E-01
     1923.000       37.399       62.601        0.306       99.694   1.6090E-01   1.9986E-01   2.1308E-01
     1923.000       37.509       62.491        0.307       99.693   1.6214E-01   1.9903E-01   2.1294E-01
     1923.000       37.619       62.381        0.308       99.692   1.6338E-01   1.9821E-01   2.1280E-01
     1923.000       37.729       62.271        0.309       99.691   1.6462E-01   1.9739E-01   2.1266E-01
     1923.000       37.839       62.161        0.310       99.690   1.6587E-01   1.9658E-01   2.1252E-01
     1923.000       37.949       62.051        0.311       99.689   1.6712E-01   1.9578E-01   2.1237E-01
     1923.000       38.059       61.941        0.312       99.688   1.6836E-01   1.9498E-01   2.1222E-01
     1923.000       38.169       61.831        0.313       99.687   1.6962E-01   1.9419E-01   2.1206E-01
     1923.000       38.278       61.722        0.314       99.686   1.7087E-01   1.9341E-01   2.1191E-01
     1923.000       38.388       61.612        0.315       99.685   1.7212E-01   1.9263E-01   2.1175E-01
     1923.000       38.498       61.502        0.316       99.684   1.7338E-01   1.9185E-01   2.1159E-01
     1923.000       38.607       61.393        0.317       99.683   1.7464E-01   1.9109E-01   2.1142E-01
     1923.000       38.717       61.283        0.318       99.682   1.7590E-01   1.9033E-01   2.1126E-01
     1923.000       38.826       61.174        0.319       99.681   1.7716E-01   1.8957E-01   2.1109E-01
     1923.000       38.935       61.065        0.320       99.680   1.7843E-01   1.8882E-01   2.1092E-01
     1923.000       39.044       60.956        0.321       99.679   1.7970E-01   1.8808E-01   2.1074E-01
     1923.000       39.154       60.846        0.322       99.678   1.8096E-01   1.8734E-01   2.1057E-01
     1923.000       39.263       60.737        0.323       99.677   1.8223E-01   1.8660E-01   2.1039E-01
     1923.000       39.372       60.628        0.324       99.676   1.8350E-01   1.8588E-01   2.1021E-01
     1923.000       39.481       60.519        0.325       99.675   1.8478E-01   1.8515E-01   2.1002E-01
     1923.000       39.590       60.410        0.326       99.674   1.8605E-01   1.8444E-01   2.0984E-01
     1923.000       39.698       60.302        0.327       99.673   1.8733E-01   1.8373E-01   2.0965E-01
     1923.000       39.807       60.193        0.328       99.672   1.8861E-01   1.8302E-01   2.0946E-01
     1923.000       39.916       60.084        0.329       99.671   1.8989E-01   1.8232E-01   2.0926E-01
     1923.000       40.024       59.976        0.330       99.670   1.9117E-01   1.8162E-01   2.0907E-01
     1923.000       40.133       59.867        0.331       99.669   1.9245E-01   1.8093E-01   2.0887E-01
     1923.000       40.241       59.759        0.332       99.668   1.9373E-01   1.8024E-01   2.0867E-01
     1923.000       40.350       59.650        0.333       99.667   1.9502E-01   1.7956E-01   2.0847E-01
     1923.000       40.458       59.542        0.334       99.666   1.9630E-01   1.7889E-01   2.0827E-01
     1923.000       40.566       59.434        0.335       99.665   1.9759E-01   1.7821E-01   2.0806E-01
     1923.000       40.675       59.325        0.336       99.664   1.9888E-01   1.7755E-01   2.0786E-01
     1923.000       40.783       59.217        0.337       99.663   2.0017E-01   1.7688E-01   2.0765E-01
     1923.000       40.891       59.109        0.338       99.662   2.0146E-01   1.7623E-01   2.0744E-01
     1923.000       40.999       59.001        0.339       99.661   2.0276E-01   1.7557E-01   2.0722E-01
     1923.000       41.107       58.893        0.340       99.660   2.0405E-01   1.7492E-01   2.0701E-01
     1923.000       41.214       58.786        0.341       99.659   2.0535E-01   1.7428E-01   2.0679E-01
     1923.000       41.322       58.678        0.342       99.658   2.0664E-01   1.7364E-01   2.0657E-01
     1923.000       41.430       58.570        0.343       99.657   2.0794E-01   1.7301E-01   2.0635E-01
     1923.000       41.538       58.462        0.344       99.656   2.0924E-01   1.7237E-01   2.0613E-01
     1923.000       41.645       58.355        0.345       99.655   2.1054E-01   1.7175E-01   2.0590E-01
     1923.000       41.753       58.247        0.346       99.654   2.1184E-01   1.7112E-01   2.0568E-01
     1923.000       41.860       58.140        0.347       99.653   2.1315E-01   1.7051E-01   2.0545E-01
     1923.000       41.968       58.032        0.348       99.652   2.1445E-01   1.6989E-01   2.0522E-01
     1923.000       42.075       57.925        0.349       99.651   2.1575E-01   1.6928E-01   2.0499E-01
     1923.000       42.182       57.818        0.350       99.650   2.1706E-01   1.6868E-01   2.0475E-01
     1923.000       42.289       57.711        0.351       99.649   2.1837E-01   1.6807E-01   2.0452E-01
     1923.000       42.396       57.604        0.352       99.648   2.1967E-01   1.6748E-01   2.0428E-01
     1923.000       42.503       57.497        0.353       99.647   2.2098E-01   1.6688E-01   2.0404E-01
     1923.000       42.610       57.390        0.354       99.646   2.2229E-01   1.6629E-01   2.0380E-01
     1923.000       42.717       57.283        0.355       99.645   2.2360E-01   1.6571E-01   2.0356E-01
     1923.000       42.824       57.176        0.356       99.644   2.2491E-01   1.6512E-01   2.0332E-01
     1923.000       42.931       57.069        0.357       99.643   2.2623E-01   1.6455E-01   2.0308E-01
     1923.000       43.038       56.962        0.358       99.642   2.2754E-01   1.6397E-01   2.0283E-01
     1923.000       43.144       56.856        0.359       99.641   2.2885E-01   1.6340E-01   2.0258E-01
     1923.000       43.251       56.749        0.360       99.640   2.3017E-01   1.6283E-01   2.0233E-01
     1923.000       43.357       56.643        0.361       99.639   2.3148E-01   1.6227E-01   2.0208E-01
     1923.000       43.464       56.536        0.362       99.638   2.3280E-01   1.6171E-01   2.0183E-01
     1923.000       43.570       56.430        0.363       99.637   2.3412E-01   1.6115E-01   2.0158E-01
     1923.000       43.676       56.324        0.364       99.636   2.3543E-01   1.6060E-01   2.0132E-01
     1923.000       43.783       56.217        0.365       99.635   2.3675E-01   1.6005E-01   2.0107E-01
     1923.000       43.889       56.111        0.366       99.634   2.3807E-01   1.5950E-01   2.0081E-01
     1923.000       43.995       56.005        0.367       99.633   2.3939E-01   1.5896E-01   2.0055E-01
     1923.000       44.101       55.899        0.368       99.632   2.4071E-01   1.5842E-01   2.0029E-01
     1923.000       44.207       55.793        0.369       99.631   2.4203E-01   1.5788E-01   2.0003E-01
     1923.000       44.313       55.687        0.370       99.630   2.4336E-01   1.5735E-01   1.9976E-01
     1923.000       44.419       55.581        0.371       99.629   2.4468E-01   1.5682E-01   1.9950E-01
     1923.000       44.524       55.476        0.372       99.628   2.4600E-01   1.5629E-01   1.9923E-01
     1923.000       44.630       55.370        0.373       99.627   2.4732E-01   1.5577E-01   1.9897E-01
     1923.000       44.736       55.264        0.374       99.626   2.4865E-01   1.5525E-01   1.9870E-01
     1923.000       44.841       55.159        0.375       99.625   2.4997E-01   1.5473E-01   1.9843E-01
     1923.000       44.947       55.053        0.376       99.624   2.5130E-01   1.5422E-01   1.9816E-01
     1923.000       45.052       54.948        0.377       99.623   2.5263E-01   1.5371E-01   1.9789E-01
     1923.000       45.157       54.843        0.378       99.622   2.5395E-01   1.5320E-01   1.9761E-01
     1923.000       45.263       54.737        0.379       99.621   2.5528E-01   1.5270E-01   1.9734E-01
     1923.000       45.368       54.632        0.380       99.620   2.5661E-01   1.5219E-01   1.9707E-01
     1923.000       45.473       54.527        0.381       99.619   2.5793E-01   1.5170E-01   1.9679E-01
     1923.000       45.578       54.422        0.382       99.618   2.5926E-01   1.5120E-01   1.9651E-01
     1923.000       45.683       54.317        0.383       99.617   2.6059E-01   1.5071E-01   1.9623E-01
     1923.000       45.788       54.212        0.384       99.616   2.6192E-01   1.5022E-01   1.9595E-01
     1923.000       45.893       54.107        0.385       99.615   2.6325E-01   1.4973E-01   1.9567E-01
     1923.000       45.998       54.002        0.386       99.614   2.6458E-01   1.4924E-01   1.9539E-01
     1923.000       46.103       53.897        0.387       99.613   2.6591E-01   1.4876E-01   1.9511E-01
     1923.000       46.207       53.793        0.388       99.612   2.6724E-01   1.4828E-01   1.9482E-01
     1923.000       46.312       53.688        0.389       99.611   2.6858E-01   1.4781E-01   1.9454E-01
     1923.000       46.417       53.583        0.390       99.610   2.6991E-01   1.4733E-01   1.9425E-01
     1923.000       46.521       53.479        0.391       99.609   2.7124E-01   1.4686E-01   1.9397E-01
     1923.000       46.626       53.374        0.392       99.608   2.7257E-01   1.4639E-01   1.9368E-01
     1923.000       46.730       53.270        0.393       99.607   2.7391E-01   1.4593E-01   1.9339E-01
     1923.000       46.834       53.166        0.394       99.606   2.7524E-01   1.4547E-01   1.9310E-01
     1923.000       46.939       53.061        0.395       99.605   2.7657E-01   1.4501E-01   1.9281E-01
     1923.000       47.043       52.957        0.396       99.604   2.7791E-01   1.4455E-01   1.9251E-01
     1923.000       47.147       52.853        0.397       99.603   2.7924E-01   1.4409E-01   1.9222E-01
     1923.000       47.251       52.749        0.398       99.602   2.8058E-01   1.4364E-01   1.9193E-01
     1923.000       47.355       52.645        0.399       99.601   2.8191E-01   1.4319E-01   1.9163E-01
     1923.000       47.459       52.541        0.400       99.600   2.8325E-01   1.4274E-01   1.9134E-01
     1923.000       47.563       52.437        0.401       99.599   2.8458E-01   1.4230E-01   1.9104E-01
     1923.000       47.667       52.333        0.402       99.598   2.8591E-01   1.4185E-01   1.9074E-01
     1923.000       47.770       52.230        0.403       99.597   2.8725E-01   1.4141E-01   1.9045E-01
     1923.000       47.874       52.126        0.404       99.596   2.8859E-01   1.4097E-01   1.9015E-01
     1923.000       47.978       52.022        0.405       99.595   2.8992E-01   1.4054E-01   1.8985E-01
     1923.000       48.081       51.919        0.406       99.594   2.9126E-01   1.4010E-01   1.8955E-01
     1923.000       48.185       51.815        0.407       99.593   2.9260E-01   1.3967E-01   1.8924E-01
     1923.000       48.288       51.712        0.408       99.592   2.9393E-01   1.3924E-01   1.8894E-01
     1923.000       48.391       51.609        0.409       99.591   2.9527E-01   1.3881E-01   1.8864E-01
     1923.000       48.495       51.505        0.410       99.590   2.9661E-01   1.3839E-01   1.8833E-01
     1923.000       48.598       51.402        0.411       99.589   2.9794E-01   1.3797E-01   1.8803E-01
     1923.000       48.701       51.299        0.412       99.588   2.9928E-01   1.3755E-01   1.8772E-01
     1923.000       48.804       51.196        0.413       99.587   3.0062E-01   1.3713E-01   1.8742E-01
     1923.000       48.907       51.093        0.414       99.586   3.0195E-01   1.3671E-01   1.8711E-01
     1923.000       49.010       50.990        0.415       99.585   3.0329E-01   1.3630E-01   1.8680E-01
     1923.000       49.113       50.887        0.416       99.584   3.0463E-01   1.3589E-01   1.8649E-01
     1923.000       49.216       50.784        0.417       99.583   3.0597E-01   1.3548E-01   1.8618E-01
     1923.000       49.319       50.681        0.418       99.582   3.0730E-01   1.3507E-01   1.8587E-01
     1923.000       49.421       50.579        0.419       99.581   3.0864E-01   1.3466E-01   1.8556E-01
     1923.000       49.524       50.476        0.420       99.580   3.0998E-01   1.3426E-01   1.8525E-01
     1923.000       49.627       50.373        0.421       99.579   3.1132E-01   1.3386E-01   1.8494E-01
     1923.000       49.729       50.271        0.422       99.578   3.1266E-01   1.3346E-01   1.8463E-01
     1923.000       49.832       50.168        0.423       99.577   3.1400E-01   1.3306E-01   1.8431E-01
     1923.000       49.934       50.066        0.424       99.576   3.1533E-01   1.3266E-01   1.8400E-01
     1923.000       50.036       49.964        0.425       99.575   3.1667E-01   1.3227E-01   1.8369E-01
     1923.000       50.139       49.861        0.426       99.574   3.1801E-01   1.3188E-01   1.8337E-01
     1923.000       50.241       49.759        0.427       99.573   3.1935E-01   1.3149E-01   1.8305E-01
     1923.000       50.343       49.657        0.428       99.572   3.2069E-01   1.3110E-01   1.8274E-01
     1923.000       50.445       49.555        0.429       99.571   3.2202E-01   1.3071E-01   1.8242E-01
     1923.000       50.547       49.453        0.430       99.570   3.2336E-01   1.3033E-01   1.8210E-01
     1923.000       50.649       49.351        0.431       99.569   3.2470E-01   1.2995E-01   1.8178E-01
     1923.000       50.751       49.249        0.432       99.568   3.2604E-01   1.2957E-01   1.8146E-01
     1923.000       50.853       49.147        0.433       99.567   3.2738E-01   1.2919E-01   1.8114E-01
     1923.000       50.955       49.045        0.434       99.566   3.2871E-01   1.2881E-01   1.8082E-01
     1923.000       51.056       48.944        0.435       99.565   3.3005E-01   1.2843E-01   1.8050E-01
     1923.000       51.158       48.842        0.436       99.564   3.3139E-01   1.2806E-01   1.8018E-01
     1923.000       51.259       48.741        0.437       99.563   3.3273E-01   1.2769E-01   1.7986E-01
     1923.000       51.361       48.639        0.438       99.562   3.3407E-01   1.2732E-01   1.7954E-01
     1923.000       51.462       48.538        0.439       99.561   3.3540E-01   1.2695E-01   1.7921E-01
     1923.000       51.564       48.436        0.440       99.560   3.3674E-01   1.2658E-01   1.7889E-01
     1923.000       51.665       48.335        0.441       99.559   3.3808E-01   1.2622E-01   1.7857E-01
     1923.000       51.766       48.234        0.442       99.558   3.3942E-01   1.2585E-01   1.7824E-01
     1923.000       51.868       48.132        0.443       99.557   3.4075E-01   1.2549E-01   1.7792E-01
     1923.000       51.969       48.031        0.444       99.556   3.4209E-01   1.2513E-01   1.7759E-01
     1923.000       52.070       47.930        0.445       99.555   3.4343E-01   1.2477E-01   1.7727E-01
     1923.000       52.171       47.829        0.446       99.554   3.4476E-01   1.2442E-01   1.7694E-01
     1923.000       52.272       47.728        0.447       99.553   3.4610E-01   1.2406E-01   1.7661E-01
     1923.000       52.373       47.627        0.448       99.552   3.4744E-01   1.2371E-01   1.7628E-01
     1923.000       52.474       47.526        0.449       99.551   3.4877E-01   1.2336E-01   1.7596E-01
     1923.000       52.574       47.426        0.450       99.550   3.5011E-01   1.2300E-01   1.7563E-01
     1923.000       52.675       47.325        0.451       99.549   3.5145E-01   1.2266E-01   1.7530E-01
     1923.000       52.776       47.224        0.452       99.548   3.5278E-01   1.2231E-01   1.7497E-01
     1923.000       52.876       47.124        0.453       99.547   3.5412E-01   1.2196E-01   1.7464E-01
     1923.000       52.977       47.023        0.454       99.546   3.5545E-01   1.2162E-01   1.7431E-01
     1923.000       53.077       46.923        0.455       99.545   3.5679E-01   1.2127E-01   1.7398E-01
     1923.000       53.178       46.822        0.456       99.544   3.5812E-01   1.2093E-01   1.7365E-01
     1923.000       53.278       46.722        0.457       99.543   3.5946E-01   1.2059E-01   1.7332E-01
     1923.000       53.378       46.622        0.458       99.542   3.6079E-01   1.2025E-01   1.7298E-01
     1923.000       53.479       46.521        0.459       99.541   3.6213E-01   1.1992E-01   1.7265E-01
     1923.000       53.579       46.421        0.460       99.540   3.6346E-01   1.1958E-01   1.7232E-01
     1923.000       53.679       46.321        0.461       99.539   3.6480E-01   1.1925E-01   1.7198E-01
     1923.000       53.779       46.221        0.462       99.538   3.6613E-01   1.1891E-01   1.7165E-01
     1923.000       53.879       46.121        0.463       99.537   3.6746E-01   1.1858E-01   1.7132E-01
     1923.000       53.979       46.021        0.464       99.536   3.6880E-01   1.1825E-01   1.7098E-01
     1923.000       54.079       45.921        0.465       99.535   3.7013E-01   1.1792E-01   1.7065E-01
     1923.000       54.178       45.822        0.466       99.534   3.7146E-01   1.1760E-01   1.7031E-01
     1923.000       54.278       45.722        0.467       99.533   3.7280E-01   1.1727E-01   1.6998E-01
     1923.000       54.378       45.622        0.468       99.532   3.7413E-01   1.1694E-01   1.6964E-01
     1923.000       54.477       45.523        0.469       99.531   3.7546E-01   1.1662E-01   1.6930E-01
     1923.000       54.577       45.423        0.470       99.530   3.7680E-01   1.1630E-01   1.6897E-01
     1923.000       54.676       45.324        0.471       99.529   3.7813E-01   1.1598E-01   1.6863E-01
     1923.000       54.776       45.224        0.472       99.528   3.7946E-01   1.1566E-01   1.6829E-01
     1923.000       54.875       45.125        0.473       99.527   3.8079E-01   1.1534E-01   1.6796E-01
     1923.000       54.975       45.025        0.474       99.526   3.8212E-01   1.1502E-01   1.6762E-01
     1923.000       55.074       44.926        0.475       99.525   3.8345E-01   1.1471E-01   1.6728E-01
     1923.000       55.173       44.827        0.476       99.524   3.8478E-01   1.1439E-01   1.6694E-01
     1923.000       55.272       44.728        0.477       99.523   3.8611E-01   1.1408E-01   1.6660E-01
     1923.000       55.371       44.629        0.478       99.522   3.8744E-01   1.1377E-01   1.6626E-01
     1923.000       55.470       44.530        0.479       99.521   3.8877E-01   1.1346E-01   1.6592E-01
     1923.000       55.569       44.431        0.480       99.520   3.9010E-01   1.1315E-01   1.6558E-01
     1923.000       55.668       44.332        0.481       99.519   3.9143E-01   1.1284E-01   1.6524E-01
     1923.000       55.767       44.233        0.482       99.518   3.9276E-01   1.1253E-01   1.6490E-01
     1923.000       55.866       44.134        0.483       99.517   3.9409E-01   1.1223E-01   1.6456E-01
     1923.000       55.964       44.036        0.484       99.516   3.9542E-01   1.1192E-01   1.6422E-01
     1923.000       56.063       43.937        0.485       99.515   3.9674E-01   1.1162E-01   1.6388E-01
     1923.000       56.162       43.838        0.486       99.514   3.9807E-01   1.1132E-01   1.6354E-01
     1923.000       56.260       43.740        0.487       99.513   3.9940E-01   1.1101E-01   1.6319E-01
     1923.000       56.359       43.641        0.488       99.512   4.0073E-01   1.1071E-01   1.6285E-01
     1923.000       56.457       43.543        0.489       99.511   4.0205E-01   1.1041E-01   1.6251E-01
     1923.000       56.555       43.445        0.490       99.510   4.0338E-01   1.1012E-01   1.6217E-01
     1923.000       56.654       43.346        0.491       99.509   4.0471E-01   1.0982E-01   1.6182E-01
     1923.000       56.752       43.248        0.492       99.508   4.0603E-01   1.0952E-01   1.6148E-01
     1923.000       56.850       43.150        0.493       99.507   4.0736E-01   1.0923E-01   1.6114E-01
     1923.000       56.948       43.052        0.494       99.506   4.0868E-01   1.0894E-01   1.6079E-01
     1923.000       57.046       42.954        0.495       99.505   4.1001E-01   1.0864E-01   1.6045E-01
     1923.000       57.144       42.856        0.496       99.504   4.1133E-01   1.0835E-01   1.6011E-01
     1923.000       57.242       42.758        0.497       99.503   4.1265E-01   1.0806E-01   1.5976E-01
     1923.000       57.340       42.660        0.498       99.502   4.1398E-01   1.0777E-01   1.5942E-01
     1923.000       57.438       42.562        0.499       99.501   4.1530E-01   1.0748E-01   1.5907E-01
     1923.000       57.536       42.464        0.500       99.500   4.1663E-01   1.0720E-01   1.5873E-01
     1923.000       57.633       42.367        0.501       99.499   4.1795E-01   1.0691E-01   1.5838E-01
     1923.000       57.731       42.269        0.502       99.498   4.1927E-01   1.0662E-01   1.5803E-01
     1923.000       57.828       42.172        0.503       99.497   4.2059E-01   1.0634E-01   1.5769E-01
     1923.000       57.926       42.074        0.504       99.496   4.2191E-01   1.0606E-01   1.5734E-01
     1923.000       58.023       41.977        0.505       99.495   4.2323E-01   1.0578E-01   1.5700E-01
     1923.000       58.121       41.879        0.506       99.494   4.2455E-01   1.0549E-01   1.5665E-01
     1923.000       58.218       41.782        0.507       99.493   4.2587E-01   1.0521E-01   1.5630E-01
     1923.000       58.315       41.685        0.508       99.492   4.2719E-01   1.0493E-01   1.5596E-01
     1923.000       58.413       41.587        0.509       99.491   4.2851E-01   1.0466E-01   1.5561E-01
     1923.000       58.510       41.490        0.510       99.490   4.2983E-01   1.0438E-01   1.5526E-01
     1923.000       58.607       41.393        0.511       99.489   4.3115E-01   1.0410E-01   1.5492E-01
     1923.000       58.704       41.296        0.512       99.488   4.3247E-01   1.0383E-01   1.5457E-01
     1923.000       58.801       41.199        0.513       99.487   4.3378E-01   1.0355E-01   1.5422E-01
     1923.000       58.898       41.102        0.514       99.486   4.3510E-01   1.0328E-01   1.5387E-01
     1923.000       58.995       41.005        0.515       99.485   4.3642E-01   1.0301E-01   1.5352E-01
     1923.000       59.092       40.908        0.516       99.484   4.3773E-01   1.0273E-01   1.5318E-01
     1923.000       59.188       40.812        0.517       99.483   4.3905E-01   1.0246E-01   1.5283E-01
     1923.000       59.285       40.715        0.518       99.482   4.4037E-01   1.0219E-01   1.5248E-01
     1923.000       59.382       40.618        0.519       99.481   4.4168E-01   1.0192E-01   1.5213E-01
     1923.000       59.478       40.522        0.520       99.480   4.4300E-01   1.0166E-01   1.5178E-01
     1923.000       59.575       40.425        0.521       99.479   4.4431E-01   1.0139E-01   1.5143E-01
     1923.000       59.671       40.329        0.522       99.478   4.4563E-01   1.0112E-01   1.5108E-01
     1923.000       59.768       40.232        0.523       99.477   4.4694E-01   1.0086E-01   1.5073E-01
     1923.000       59.864       40.136        0.524       99.476   4.4825E-01   1.0059E-01   1.5038E-01
     1923.000       59.960       40.040        0.525       99.475   4.4957E-01   1.0033E-01   1.5003E-01
     1923.000       60.057       39.943        0.526       99.474   4.5088E-01   1.0007E-01   1.4968E-01
     1923.000       60.153       39.847        0.527       99.473   4.5219E-01   9.9804E-02   1.4933E-01
     1923.000       60.249       39.751        0.528       99.472   4.5350E-01   9.9543E-02   1.4898E-01
     1923.000       60.345       39.655        0.529       99.471   4.5481E-01   9.9283E-02   1.4863E-01
     1923.000       60.441       39.559        0.530       99.470   4.5612E-01   9.9023E-02   1.4828E-01
     1923.000       60.537       39.463        0.531       99.469   4.5743E-01   9.8764E-02   1.4793E-01
     1923.000       60.633       39.367        0.532       99.468   4.5874E-01   9.8506E-02   1.4758E-01
     1923.000       60.729       39.271        0.533       99.467   4.6005E-01   9.8249E-02   1.4723E-01
     1923.000       60.825       39.175        0.534       99.466   4.6136E-01   9.7993E-02   1.4688E-01
     1923.000       60.920       39.080        0.535       99.465   4.6267E-01   9.7737E-02   1.4653E-01
     1923.000       61.016       38.984        0.536       99.464   4.6397E-01   9.7482E-02   1.4618E-01
     1923.000       61.112       38.888        0.537       99.463   4.6528E-01   9.7228E-02   1.4583E-01
     1923.000       61.207       38.793        0.538       99.462   4.6659E-01   9.6975E-02   1.4548E-01
     1923.000       61.303       38.697        0.539       99.461   4.6789E-01   9.6723E-02   1.4513E-01
     1923.000       61.398       38.602        0.540       99.460   4.6920E-01   9.6471E-02   1.4478E-01
     1923.000       61.493       38.507        0.541       99.459   4.7050E-01   9.6220E-02   1.4442E-01
     1923.000       61.589       38.411        0.542       99.458   4.7181E-01   9.5970E-02   1.4407E-01
     1923.000       61.684       38.316        0.543       99.457   4.7312E-01   9.5720E-02   1.4372E-01
     1923.000       61.779       38.221        0.544       99.456   4.7442E-01   9.5471E-02   1.4337E-01
     1923.000       61.874       38.126        0.545       99.455   4.7572E-01   9.5223E-02   1.4302E-01
     1923.000       61.970       38.030        0.546       99.454   4.7703E-01   9.4976E-02   1.4266E-01
     1923.000       62.065       37.935        0.547       99.453   4.7833E-01   9.4730E-02   1.4231E-01
     1923.000       62.160       37.840        0.548       99.452   4.7963E-01   9.4484E-02   1.4196E-01
     1923.000       62.255       37.745        0.549       99.451   4.8093E-01   9.4239E-02   1.4161E-01
     1923.000       62.349       37.651        0.550       99.450   4.8223E-01   9.3994E-02   1.4126E-01
     1923.000       62.444       37.556        0.551       99.449   4.8353E-01   9.3752E-02   1.4090E-01
     1923.000       62.539       37.461        0.552       99.448   4.8483E-01   9.3509E-02   1.4055E-01
     1923.000       62.634       37.366        0.553       99.447   4.8613E-01   9.3266E-02   1.4020E-01
     1923.000       62.728       37.272        0.554       99.446   4.8743E-01   9.3025E-02   1.3985E-01
     1923.000       62.823       37.177        0.555       99.445   4.8873E-01   9.2784E-02   1.3949E-01
     1923.000       62.917       37.083        0.556       99.444   4.9003E-01   9.2544E-02   1.3914E-01
     1923.000       63.012       36.988        0.557       99.443   4.9132E-01   9.2304E-02   1.3879E-01
     1923.000       63.106       36.894        0.558       99.442   4.9262E-01   9.2066E-02   1.3844E-01
     1923.000       63.201       36.799        0.559       99.441   4.9392E-01   9.1827E-02   1.3808E-01
     1923.000       63.295       36.705        0.560       99.440   4.9521E-01   9.1590E-02   1.3773E-01
     1923.000       63.389       36.611        0.561       99.439   4.9651E-01   9.1353E-02   1.3738E-01
     1923.000       63.484       36.516        0.562       99.438   4.9780E-01   9.1117E-02   1.3703E-01
     1923.000       63.578       36.422        0.563       99.437   4.9910E-01   9.0881E-02   1.3667E-01
     1923.000       63.672       36.328        0.564       99.436   5.0039E-01   9.0646E-02   1.3632E-01
     1923.000       63.766       36.234        0.565       99.435   5.0169E-01   9.0412E-02   1.3597E-01
     1923.000       63.860       36.140        0.566       99.434   5.0298E-01   9.0179E-02   1.3561E-01
     1923.000       63.954       36.046        0.567       99.433   5.0427E-01   8.9945E-02   1.3526E-01
     1923.000       64.048       35.952        0.568       99.432   5.0557E-01   8.9713E-02   1.3491E-01
     1923.000       64.141       35.859        0.569       99.431   5.0686E-01   8.9481E-02   1.3455E-01
     1923.000       64.235       35.765        0.570       99.430   5.0815E-01   8.9250E-02   1.3420E-01
     1923.000       64.329       35.671        0.571       99.429   5.0944E-01   8.9019E-02   1.3385E-01
     1923.000       64.423       35.577        0.572       99.428   5.1073E-01   8.8790E-02   1.3349E-01
     1923.000       64.516       35.484        0.573       99.427   5.1202E-01   8.8560E-02   1.3314E-01
     1923.000       64.610       35.390        0.574       99.426   5.1331E-01   8.8332E-02   1.3279E-01
     1923.000       64.703       35.297        0.575       99.425   5.1460E-01   8.8103E-02   1.3243E-01
     1923.000       64.797       35.203        0.576       99.424   5.1588E-01   8.7876E-02   1.3208E-01
     1923.000       64.890       35.110        0.577       99.423   5.1717E-01   8.7649E-02   1.3173E-01
     1923.000       64.983       35.017        0.578       99.422   5.1845E-01   8.7423E-02   1.3137E-01
     1923.000       65.077       34.923        0.579       99.421   5.1974E-01   8.7198E-02   1.3102E-01
     1923.000       65.170       34.830        0.580       99.420   5.2102E-01   8.6972E-02   1.3067E-01
     1923.000       65.263       34.737        0.581       99.419   5.2231E-01   8.6748E-02   1.3031E-01
     1923.000       65.356       34.644        0.582       99.418   5.2359E-01   8.6524E-02   1.2996E-01
     1923.000       65.449       34.551        0.583       99.417   5.2488E-01   8.6300E-02   1.2961E-01
     1923.000       65.542       34.458        0.584       99.416   5.2616E-01   8.6077E-02   1.2925E-01
     1923.000       65.635       34.365        0.585       99.415   5.2744E-01   8.5855E-02   1.2890E-01
     1923.000       65.728       34.272        0.586       99.414   5.2873E-01   8.5633E-02   1.2855E-01
     1923.000       65.821       34.179        0.587       99.413   5.3001E-01   8.5412E-02   1.2819E-01
     1923.000       65.913       34.087        0.588       99.412   5.3129E-01   8.5191E-02   1.2784E-01
     1923.000       66.006       33.994        0.589       99.411   5.3257E-01   8.4971E-02   1.2749E-01
     1923.000       66.099       33.901        0.590       99.410   5.3385E-01   8.4751E-02   1.2713E-01
     1923.000       66.191       33.809        0.591       99.409   5.3513E-01   8.4532E-02   1.2678E-01
     1923.000       66.284       33.716        0.592       99.408   5.3641E-01   8.4313E-02   1.2642E-01
     1923.000       66.376       33.624        0.593       99.407   5.3769E-01   8.4095E-02   1.2607E-01
     1923.000       66.469       33.531        0.594       99.406   5.3897E-01   8.3877E-02   1.2572E-01
     1923.000       66.561       33.439        0.595       99.405   5.4025E-01   8.3660E-02   1.2536E-01
     1923.000       66.654       33.346        0.596       99.404   5.4152E-01   8.3444E-02   1.2501E-01
     1923.000       66.746       33.254        0.597       99.403   5.4280E-01   8.3227E-02   1.2466E-01
     1923.000       66.838       33.162        0.598       99.402   5.4407E-01   8.3012E-02   1.2430E-01
     1923.000       66.930       33.070        0.599       99.401   5.4535E-01   8.2797E-02   1.2395E-01
     1923.000       67.022       32.978        0.600       99.400   5.4662E-01   8.2582E-02   1.2360E-01
     1923.000       67.115       32.885        0.601       99.399   5.4790E-01   8.2368E-02   1.2324E-01
     1923.000       67.207       32.793        0.602       99.398   5.4917E-01   8.2155E-02   1.2289E-01
     1923.000       67.298       32.702        0.603       99.397   5.5044E-01   8.1942E-02   1.2254E-01
