   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1823.000       36.514       63.486        0.298       99.702   1.4731E-01   1.9921E-01   2.1783E-01
     1823.000       36.625       63.375        0.299       99.701   1.4854E-01   1.9833E-01   2.1771E-01
     1823.000       36.736       63.264        0.300       99.700   1.4976E-01   1.9746E-01   2.1759E-01
     1823.000       36.847       63.153        0.301       99.699   1.5099E-01   1.9660E-01   2.1747E-01
     1823.000       36.957       63.043        0.302       99.698   1.5222E-01   1.9575E-01   2.1734E-01
     1823.000       37.068       62.932        0.303       99.697   1.5346E-01   1.9490E-01   2.1721E-01
     1823.000       37.178       62.822        0.304       99.696   1.5469E-01   1.9406E-01   2.1708E-01
     1823.000       37.288       62.712        0.305       99.695   1.5593E-01   1.9323E-01   2.1695E-01
     1823.000       37.399       62.601        0.306       99.694   1.5717E-01   1.9241E-01   2.1681E-01
     1823.000       37.509       62.491        0.307       99.693   1.5842E-01   1.9159E-01   2.1667E-01
     1823.000       37.619       62.381        0.308       99.692   1.5966E-01   1.9077E-01   2.1652E-01
     1823.000       37.729       62.271        0.309       99.691   1.6091E-01   1.8997E-01   2.1637E-01
     1823.000       37.839       62.161        0.310       99.690   1.6216E-01   1.8917E-01   2.1622E-01
     1823.000       37.949       62.051        0.311       99.689   1.6341E-01   1.8837E-01   2.1607E-01
     1823.000       38.059       61.941        0.312       99.688   1.6467E-01   1.8759E-01   2.1591E-01
     1823.000       38.169       61.831        0.313       99.687   1.6592E-01   1.8681E-01   2.1576E-01
     1823.000       38.278       61.722        0.314       99.686   1.6718E-01   1.8603E-01   2.1559E-01
     1823.000       38.388       61.612        0.315       99.685   1.6844E-01   1.8527E-01   2.1543E-01
     1823.000       38.498       61.502        0.316       99.684   1.6971E-01   1.8450E-01   2.1526E-01
     1823.000       38.607       61.393        0.317       99.683   1.7097E-01   1.8375E-01   2.1509E-01
     1823.000       38.717       61.283        0.318       99.682   1.7224E-01   1.8300E-01   2.1492E-01
     1823.000       38.826       61.174        0.319       99.681   1.7351E-01   1.8225E-01   2.1475E-01
     1823.000       38.935       61.065        0.320       99.680   1.7478E-01   1.8151E-01   2.1457E-01
     1823.000       39.044       60.956        0.321       99.679   1.7605E-01   1.8078E-01   2.1439E-01
     1823.000       39.154       60.846        0.322       99.678   1.7732E-01   1.8006E-01   2.1421E-01
     1823.000       39.263       60.737        0.323       99.677   1.7860E-01   1.7933E-01   2.1402E-01
     1823.000       39.372       60.628        0.324       99.676   1.7988E-01   1.7862E-01   2.1384E-01
     1823.000       39.481       60.519        0.325       99.675   1.8115E-01   1.7791E-01   2.1365E-01
     1823.000       39.590       60.410        0.326       99.674   1.8243E-01   1.7720E-01   2.1345E-01
     1823.000       39.698       60.302        0.327       99.673   1.8372E-01   1.7650E-01   2.1326E-01
     1823.000       39.807       60.193        0.328       99.672   1.8500E-01   1.7581E-01   2.1306E-01
     1823.000       39.916       60.084        0.329       99.671   1.8629E-01   1.7512E-01   2.1286E-01
     1823.000       40.024       59.976        0.330       99.670   1.8757E-01   1.7443E-01   2.1266E-01
     1823.000       40.133       59.867        0.331       99.669   1.8886E-01   1.7376E-01   2.1246E-01
     1823.000       40.241       59.759        0.332       99.668   1.9015E-01   1.7308E-01   2.1226E-01
     1823.000       40.350       59.650        0.333       99.667   1.9144E-01   1.7241E-01   2.1205E-01
     1823.000       40.458       59.542        0.334       99.666   1.9274E-01   1.7175E-01   2.1184E-01
     1823.000       40.566       59.434        0.335       99.665   1.9403E-01   1.7109E-01   2.1163E-01
     1823.000       40.675       59.325        0.336       99.664   1.9533E-01   1.7043E-01   2.1141E-01
     1823.000       40.783       59.217        0.337       99.663   1.9662E-01   1.6978E-01   2.1120E-01
     1823.000       40.891       59.109        0.338       99.662   1.9792E-01   1.6914E-01   2.1098E-01
     1823.000       40.999       59.001        0.339       99.661   1.9922E-01   1.6850E-01   2.1076E-01
     1823.000       41.107       58.893        0.340       99.660   2.0052E-01   1.6786E-01   2.1054E-01
     1823.000       41.214       58.786        0.341       99.659   2.0182E-01   1.6723E-01   2.1031E-01
     1823.000       41.322       58.678        0.342       99.658   2.0313E-01   1.6660E-01   2.1009E-01
     1823.000       41.430       58.570        0.343       99.657   2.0443E-01   1.6598E-01   2.0986E-01
     1823.000       41.538       58.462        0.344       99.656   2.0574E-01   1.6536E-01   2.0963E-01
     1823.000       41.645       58.355        0.345       99.655   2.0704E-01   1.6475E-01   2.0940E-01
     1823.000       41.753       58.247        0.346       99.654   2.0835E-01   1.6414E-01   2.0917E-01
     1823.000       41.860       58.140        0.347       99.653   2.0966E-01   1.6354E-01   2.0893E-01
     1823.000       41.968       58.032        0.348       99.652   2.1097E-01   1.6294E-01   2.0870E-01
     1823.000       42.075       57.925        0.349       99.651   2.1228E-01   1.6234E-01   2.0846E-01
     1823.000       42.182       57.818        0.350       99.650   2.1359E-01   1.6175E-01   2.0822E-01
     1823.000       42.289       57.711        0.351       99.649   2.1491E-01   1.6116E-01   2.0798E-01
     1823.000       42.396       57.604        0.352       99.648   2.1622E-01   1.6057E-01   2.0773E-01
     1823.000       42.503       57.497        0.353       99.647   2.1754E-01   1.5999E-01   2.0749E-01
     1823.000       42.610       57.390        0.354       99.646   2.1885E-01   1.5942E-01   2.0724E-01
     1823.000       42.717       57.283        0.355       99.645   2.2017E-01   1.5884E-01   2.0699E-01
     1823.000       42.824       57.176        0.356       99.644   2.2149E-01   1.5827E-01   2.0674E-01
     1823.000       42.931       57.069        0.357       99.643   2.2281E-01   1.5771E-01   2.0649E-01
     1823.000       43.038       56.962        0.358       99.642   2.2413E-01   1.5715E-01   2.0624E-01
     1823.000       43.144       56.856        0.359       99.641   2.2545E-01   1.5659E-01   2.0599E-01
     1823.000       43.251       56.749        0.360       99.640   2.2677E-01   1.5604E-01   2.0573E-01
     1823.000       43.357       56.643        0.361       99.639   2.2809E-01   1.5549E-01   2.0547E-01
     1823.000       43.464       56.536        0.362       99.638   2.2941E-01   1.5494E-01   2.0521E-01
     1823.000       43.570       56.430        0.363       99.637   2.3074E-01   1.5440E-01   2.0495E-01
     1823.000       43.676       56.324        0.364       99.636   2.3206E-01   1.5386E-01   2.0469E-01
     1823.000       43.783       56.217        0.365       99.635   2.3339E-01   1.5332E-01   2.0443E-01
     1823.000       43.889       56.111        0.366       99.634   2.3471E-01   1.5279E-01   2.0417E-01
     1823.000       43.995       56.005        0.367       99.633   2.3604E-01   1.5226E-01   2.0390E-01
     1823.000       44.101       55.899        0.368       99.632   2.3737E-01   1.5173E-01   2.0363E-01
     1823.000       44.207       55.793        0.369       99.631   2.3870E-01   1.5121E-01   2.0336E-01
     1823.000       44.313       55.687        0.370       99.630   2.4003E-01   1.5069E-01   2.0309E-01
     1823.000       44.419       55.581        0.371       99.629   2.4136E-01   1.5018E-01   2.0282E-01
     1823.000       44.524       55.476        0.372       99.628   2.4269E-01   1.4966E-01   2.0255E-01
     1823.000       44.630       55.370        0.373       99.627   2.4402E-01   1.4915E-01   2.0228E-01
     1823.000       44.736       55.264        0.374       99.626   2.4535E-01   1.4865E-01   2.0200E-01
     1823.000       44.841       55.159        0.375       99.625   2.4668E-01   1.4814E-01   2.0173E-01
     1823.000       44.947       55.053        0.376       99.624   2.4801E-01   1.4764E-01   2.0145E-01
     1823.000       45.052       54.948        0.377       99.623   2.4934E-01   1.4715E-01   2.0117E-01
     1823.000       45.157       54.843        0.378       99.622   2.5068E-01   1.4665E-01   2.0089E-01
     1823.000       45.263       54.737        0.379       99.621   2.5201E-01   1.4616E-01   2.0061E-01
     1823.000       45.368       54.632        0.380       99.620   2.5335E-01   1.4567E-01   2.0033E-01
     1823.000       45.473       54.527        0.381       99.619   2.5468E-01   1.4519E-01   2.0004E-01
     1823.000       45.578       54.422        0.382       99.618   2.5602E-01   1.4471E-01   1.9976E-01
     1823.000       45.683       54.317        0.383       99.617   2.5735E-01   1.4423E-01   1.9947E-01
     1823.000       45.788       54.212        0.384       99.616   2.5869E-01   1.4375E-01   1.9919E-01
     1823.000       45.893       54.107        0.385       99.615   2.6003E-01   1.4328E-01   1.9890E-01
     1823.000       45.998       54.002        0.386       99.614   2.6136E-01   1.4281E-01   1.9861E-01
     1823.000       46.103       53.897        0.387       99.613   2.6270E-01   1.4234E-01   1.9832E-01
     1823.000       46.207       53.793        0.388       99.612   2.6404E-01   1.4187E-01   1.9803E-01
     1823.000       46.312       53.688        0.389       99.611   2.6538E-01   1.4141E-01   1.9774E-01
     1823.000       46.417       53.583        0.390       99.610   2.6672E-01   1.4095E-01   1.9744E-01
     1823.000       46.521       53.479        0.391       99.609   2.6806E-01   1.4049E-01   1.9715E-01
     1823.000       46.626       53.374        0.392       99.608   2.6940E-01   1.4004E-01   1.9685E-01
     1823.000       46.730       53.270        0.393       99.607   2.7073E-01   1.3959E-01   1.9656E-01
     1823.000       46.834       53.166        0.394       99.606   2.7207E-01   1.3914E-01   1.9626E-01
     1823.000       46.939       53.061        0.395       99.605   2.7341E-01   1.3869E-01   1.9596E-01
     1823.000       47.043       52.957        0.396       99.604   2.7476E-01   1.3825E-01   1.9567E-01
     1823.000       47.147       52.853        0.397       99.603   2.7610E-01   1.3780E-01   1.9537E-01
     1823.000       47.251       52.749        0.398       99.602   2.7744E-01   1.3737E-01   1.9506E-01
     1823.000       47.355       52.645        0.399       99.601   2.7878E-01   1.3693E-01   1.9476E-01
     1823.000       47.459       52.541        0.400       99.600   2.8012E-01   1.3649E-01   1.9446E-01
     1823.000       47.563       52.437        0.401       99.599   2.8146E-01   1.3606E-01   1.9416E-01
     1823.000       47.667       52.333        0.402       99.598   2.8280E-01   1.3563E-01   1.9385E-01
     1823.000       47.770       52.230        0.403       99.597   2.8415E-01   1.3521E-01   1.9355E-01
     1823.000       47.874       52.126        0.404       99.596   2.8549E-01   1.3478E-01   1.9324E-01
     1823.000       47.978       52.022        0.405       99.595   2.8683E-01   1.3436E-01   1.9294E-01
     1823.000       48.081       51.919        0.406       99.594   2.8818E-01   1.3394E-01   1.9263E-01
     1823.000       48.185       51.815        0.407       99.593   2.8952E-01   1.3352E-01   1.9232E-01
     1823.000       48.288       51.712        0.408       99.592   2.9086E-01   1.3310E-01   1.9201E-01
     1823.000       48.391       51.609        0.409       99.591   2.9221E-01   1.3269E-01   1.9170E-01
     1823.000       48.495       51.505        0.410       99.590   2.9355E-01   1.3228E-01   1.9139E-01
     1823.000       48.598       51.402        0.411       99.589   2.9489E-01   1.3187E-01   1.9108E-01
     1823.000       48.701       51.299        0.412       99.588   2.9624E-01   1.3146E-01   1.9077E-01
     1823.000       48.804       51.196        0.413       99.587   2.9758E-01   1.3106E-01   1.9045E-01
     1823.000       48.907       51.093        0.414       99.586   2.9892E-01   1.3065E-01   1.9014E-01
     1823.000       49.010       50.990        0.415       99.585   3.0027E-01   1.3025E-01   1.8982E-01
     1823.000       49.113       50.887        0.416       99.584   3.0161E-01   1.2986E-01   1.8951E-01
     1823.000       49.216       50.784        0.417       99.583   3.0296E-01   1.2946E-01   1.8919E-01
     1823.000       49.319       50.681        0.418       99.582   3.0430E-01   1.2906E-01   1.8888E-01
     1823.000       49.421       50.579        0.419       99.581   3.0565E-01   1.2867E-01   1.8856E-01
     1823.000       49.524       50.476        0.420       99.580   3.0699E-01   1.2828E-01   1.8824E-01
     1823.000       49.627       50.373        0.421       99.579   3.0834E-01   1.2789E-01   1.8792E-01
     1823.000       49.729       50.271        0.422       99.578   3.0968E-01   1.2751E-01   1.8760E-01
     1823.000       49.832       50.168        0.423       99.577   3.1102E-01   1.2712E-01   1.8728E-01
     1823.000       49.934       50.066        0.424       99.576   3.1237E-01   1.2674E-01   1.8696E-01
     1823.000       50.036       49.964        0.425       99.575   3.1371E-01   1.2636E-01   1.8664E-01
     1823.000       50.139       49.861        0.426       99.574   3.1506E-01   1.2598E-01   1.8632E-01
     1823.000       50.241       49.759        0.427       99.573   3.1640E-01   1.2560E-01   1.8600E-01
     1823.000       50.343       49.657        0.428       99.572   3.1775E-01   1.2523E-01   1.8567E-01
     1823.000       50.445       49.555        0.429       99.571   3.1909E-01   1.2486E-01   1.8535E-01
     1823.000       50.547       49.453        0.430       99.570   3.2044E-01   1.2448E-01   1.8503E-01
     1823.000       50.649       49.351        0.431       99.569   3.2178E-01   1.2411E-01   1.8470E-01
     1823.000       50.751       49.249        0.432       99.568   3.2313E-01   1.2375E-01   1.8437E-01
     1823.000       50.853       49.147        0.433       99.567   3.2447E-01   1.2338E-01   1.8405E-01
     1823.000       50.955       49.045        0.434       99.566   3.2582E-01   1.2302E-01   1.8372E-01
     1823.000       51.056       48.944        0.435       99.565   3.2716E-01   1.2265E-01   1.8339E-01
     1823.000       51.158       48.842        0.436       99.564   3.2851E-01   1.2229E-01   1.8307E-01
     1823.000       51.259       48.741        0.437       99.563   3.2985E-01   1.2193E-01   1.8274E-01
     1823.000       51.361       48.639        0.438       99.562   3.3119E-01   1.2158E-01   1.8241E-01
     1823.000       51.462       48.538        0.439       99.561   3.3254E-01   1.2122E-01   1.8208E-01
     1823.000       51.564       48.436        0.440       99.560   3.3388E-01   1.2087E-01   1.8175E-01
     1823.000       51.665       48.335        0.441       99.559   3.3523E-01   1.2052E-01   1.8142E-01
     1823.000       51.766       48.234        0.442       99.558   3.3657E-01   1.2016E-01   1.8109E-01
     1823.000       51.868       48.132        0.443       99.557   3.3791E-01   1.1982E-01   1.8076E-01
     1823.000       51.969       48.031        0.444       99.556   3.3926E-01   1.1947E-01   1.8042E-01
     1823.000       52.070       47.930        0.445       99.555   3.4060E-01   1.1912E-01   1.8009E-01
     1823.000       52.171       47.829        0.446       99.554   3.4194E-01   1.1878E-01   1.7976E-01
     1823.000       52.272       47.728        0.447       99.553   3.4329E-01   1.1844E-01   1.7942E-01
     1823.000       52.373       47.627        0.448       99.552   3.4463E-01   1.1809E-01   1.7909E-01
     1823.000       52.474       47.526        0.449       99.551   3.4597E-01   1.1775E-01   1.7876E-01
     1823.000       52.574       47.426        0.450       99.550   3.4732E-01   1.1742E-01   1.7842E-01
     1823.000       52.675       47.325        0.451       99.549   3.4866E-01   1.1708E-01   1.7809E-01
     1823.000       52.776       47.224        0.452       99.548   3.5000E-01   1.1675E-01   1.7775E-01
     1823.000       52.876       47.124        0.453       99.547   3.5134E-01   1.1641E-01   1.7741E-01
     1823.000       52.977       47.023        0.454       99.546   3.5269E-01   1.1608E-01   1.7708E-01
     1823.000       53.077       46.923        0.455       99.545   3.5402E-01   1.1575E-01   1.7674E-01
     1823.000       53.178       46.822        0.456       99.544   3.5537E-01   1.1542E-01   1.7640E-01
     1823.000       53.278       46.722        0.457       99.543   3.5671E-01   1.1509E-01   1.7607E-01
     1823.000       53.378       46.622        0.458       99.542   3.5805E-01   1.1477E-01   1.7573E-01
     1823.000       53.479       46.521        0.459       99.541   3.5939E-01   1.1444E-01   1.7539E-01
     1823.000       53.579       46.421        0.460       99.540   3.6073E-01   1.1412E-01   1.7505E-01
     1823.000       53.679       46.321        0.461       99.539   3.6207E-01   1.1380E-01   1.7471E-01
     1823.000       53.779       46.221        0.462       99.538   3.6341E-01   1.1348E-01   1.7437E-01
     1823.000       53.879       46.121        0.463       99.537   3.6475E-01   1.1316E-01   1.7403E-01
     1823.000       53.979       46.021        0.464       99.536   3.6609E-01   1.1284E-01   1.7369E-01
     1823.000       54.079       45.921        0.465       99.535   3.6743E-01   1.1252E-01   1.7335E-01
     1823.000       54.178       45.822        0.466       99.534   3.6877E-01   1.1221E-01   1.7301E-01
     1823.000       54.278       45.722        0.467       99.533   3.7011E-01   1.1189E-01   1.7266E-01
     1823.000       54.378       45.622        0.468       99.532   3.7145E-01   1.1158E-01   1.7232E-01
     1823.000       54.477       45.523        0.469       99.531   3.7279E-01   1.1127E-01   1.7198E-01
     1823.000       54.577       45.423        0.470       99.530   3.7413E-01   1.1096E-01   1.7164E-01
     1823.000       54.676       45.324        0.471       99.529   3.7546E-01   1.1065E-01   1.7129E-01
     1823.000       54.776       45.224        0.472       99.528   3.7680E-01   1.1034E-01   1.7095E-01
     1823.000       54.875       45.125        0.473       99.527   3.7814E-01   1.1004E-01   1.7061E-01
     1823.000       54.975       45.025        0.474       99.526   3.7948E-01   1.0973E-01   1.7026E-01
     1823.000       55.074       44.926        0.475       99.525   3.8081E-01   1.0943E-01   1.6992E-01
     1823.000       55.173       44.827        0.476       99.524   3.8215E-01   1.0913E-01   1.6957E-01
     1823.000       55.272       44.728        0.477       99.523   3.8349E-01   1.0883E-01   1.6923E-01
     1823.000       55.371       44.629        0.478       99.522   3.8482E-01   1.0853E-01   1.6888E-01
     1823.000       55.470       44.530        0.479       99.521   3.8616E-01   1.0823E-01   1.6854E-01
     1823.000       55.569       44.431        0.480       99.520   3.8749E-01   1.0793E-01   1.6819E-01
     1823.000       55.668       44.332        0.481       99.519   3.8883E-01   1.0763E-01   1.6785E-01
     1823.000       55.767       44.233        0.482       99.518   3.9016E-01   1.0734E-01   1.6750E-01
     1823.000       55.866       44.134        0.483       99.517   3.9150E-01   1.0704E-01   1.6715E-01
     1823.000       55.964       44.036        0.484       99.516   3.9283E-01   1.0675E-01   1.6680E-01
     1823.000       56.063       43.937        0.485       99.515   3.9417E-01   1.0646E-01   1.6646E-01
     1823.000       56.162       43.838        0.486       99.514   3.9550E-01   1.0617E-01   1.6611E-01
     1823.000       56.260       43.740        0.487       99.513   3.9683E-01   1.0588E-01   1.6576E-01
     1823.000       56.359       43.641        0.488       99.512   3.9817E-01   1.0559E-01   1.6541E-01
     1823.000       56.457       43.543        0.489       99.511   3.9950E-01   1.0530E-01   1.6507E-01
     1823.000       56.555       43.445        0.490       99.510   4.0083E-01   1.0502E-01   1.6472E-01
     1823.000       56.654       43.346        0.491       99.509   4.0216E-01   1.0473E-01   1.6437E-01
     1823.000       56.752       43.248        0.492       99.508   4.0350E-01   1.0445E-01   1.6402E-01
     1823.000       56.850       43.150        0.493       99.507   4.0482E-01   1.0416E-01   1.6367E-01
     1823.000       56.948       43.052        0.494       99.506   4.0615E-01   1.0388E-01   1.6332E-01
     1823.000       57.046       42.954        0.495       99.505   4.0748E-01   1.0360E-01   1.6297E-01
     1823.000       57.144       42.856        0.496       99.504   4.0881E-01   1.0332E-01   1.6262E-01
     1823.000       57.242       42.758        0.497       99.503   4.1014E-01   1.0304E-01   1.6227E-01
     1823.000       57.340       42.660        0.498       99.502   4.1147E-01   1.0277E-01   1.6192E-01
     1823.000       57.438       42.562        0.499       99.501   4.1280E-01   1.0249E-01   1.6157E-01
     1823.000       57.536       42.464        0.500       99.500   4.1413E-01   1.0221E-01   1.6122E-01
     1823.000       57.633       42.367        0.501       99.499   4.1546E-01   1.0194E-01   1.6087E-01
     1823.000       57.731       42.269        0.502       99.498   4.1679E-01   1.0166E-01   1.6051E-01
     1823.000       57.828       42.172        0.503       99.497   4.1811E-01   1.0139E-01   1.6016E-01
     1823.000       57.926       42.074        0.504       99.496   4.1944E-01   1.0112E-01   1.5981E-01
     1823.000       58.023       41.977        0.505       99.495   4.2077E-01   1.0085E-01   1.5946E-01
     1823.000       58.121       41.879        0.506       99.494   4.2210E-01   1.0058E-01   1.5911E-01
     1823.000       58.218       41.782        0.507       99.493   4.2342E-01   1.0031E-01   1.5876E-01
     1823.000       58.315       41.685        0.508       99.492   4.2475E-01   1.0004E-01   1.5840E-01
     1823.000       58.413       41.587        0.509       99.491   4.2607E-01   9.9776E-02   1.5805E-01
     1823.000       58.510       41.490        0.510       99.490   4.2740E-01   9.9509E-02   1.5770E-01
     1823.000       58.607       41.393        0.511       99.489   4.2872E-01   9.9244E-02   1.5734E-01
     1823.000       58.704       41.296        0.512       99.488   4.3005E-01   9.8980E-02   1.5699E-01
     1823.000       58.801       41.199        0.513       99.487   4.3137E-01   9.8717E-02   1.5664E-01
     1823.000       58.898       41.102        0.514       99.486   4.3269E-01   9.8455E-02   1.5628E-01
     1823.000       58.995       41.005        0.515       99.485   4.3401E-01   9.8194E-02   1.5593E-01
     1823.000       59.092       40.908        0.516       99.484   4.3533E-01   9.7933E-02   1.5558E-01
     1823.000       59.188       40.812        0.517       99.483   4.3665E-01   9.7674E-02   1.5522E-01
     1823.000       59.285       40.715        0.518       99.482   4.3798E-01   9.7415E-02   1.5487E-01
     1823.000       59.382       40.618        0.519       99.481   4.3930E-01   9.7157E-02   1.5451E-01
     1823.000       59.478       40.522        0.520       99.480   4.4062E-01   9.6900E-02   1.5416E-01
     1823.000       59.575       40.425        0.521       99.479   4.4194E-01   9.6644E-02   1.5381E-01
     1823.000       59.671       40.329        0.522       99.478   4.4326E-01   9.6389E-02   1.5345E-01
     1823.000       59.768       40.232        0.523       99.477   4.4458E-01   9.6134E-02   1.5310E-01
     1823.000       59.864       40.136        0.524       99.476   4.4589E-01   9.5881E-02   1.5274E-01
     1823.000       59.960       40.040        0.525       99.475   4.4721E-01   9.5628E-02   1.5239E-01
     1823.000       60.057       39.943        0.526       99.474   4.4853E-01   9.5376E-02   1.5203E-01
     1823.000       60.153       39.847        0.527       99.473   4.4985E-01   9.5125E-02   1.5167E-01
     1823.000       60.249       39.751        0.528       99.472   4.5117E-01   9.4874E-02   1.5132E-01
     1823.000       60.345       39.655        0.529       99.471   4.5248E-01   9.4625E-02   1.5096E-01
     1823.000       60.441       39.559        0.530       99.470   4.5380E-01   9.4376E-02   1.5061E-01
     1823.000       60.537       39.463        0.531       99.469   4.5512E-01   9.4128E-02   1.5025E-01
     1823.000       60.633       39.367        0.532       99.468   4.5643E-01   9.3881E-02   1.4990E-01
     1823.000       60.729       39.271        0.533       99.467   4.5775E-01   9.3634E-02   1.4954E-01
     1823.000       60.825       39.175        0.534       99.466   4.5906E-01   9.3389E-02   1.4918E-01
     1823.000       60.920       39.080        0.535       99.465   4.6037E-01   9.3144E-02   1.4883E-01
     1823.000       61.016       38.984        0.536       99.464   4.6168E-01   9.2901E-02   1.4847E-01
     1823.000       61.112       38.888        0.537       99.463   4.6299E-01   9.2658E-02   1.4811E-01
     1823.000       61.207       38.793        0.538       99.462   4.6431E-01   9.2415E-02   1.4776E-01
     1823.000       61.303       38.697        0.539       99.461   4.6562E-01   9.2173E-02   1.4740E-01
     1823.000       61.398       38.602        0.540       99.460   4.6693E-01   9.1933E-02   1.4704E-01
     1823.000       61.493       38.507        0.541       99.459   4.6824E-01   9.1692E-02   1.4669E-01
     1823.000       61.589       38.411        0.542       99.458   4.6955E-01   9.1453E-02   1.4633E-01
     1823.000       61.684       38.316        0.543       99.457   4.7086E-01   9.1214E-02   1.4597E-01
     1823.000       61.779       38.221        0.544       99.456   4.7217E-01   9.0976E-02   1.4562E-01
     1823.000       61.874       38.126        0.545       99.455   4.7348E-01   9.0739E-02   1.4526E-01
     1823.000       61.970       38.030        0.546       99.454   4.7479E-01   9.0502E-02   1.4490E-01
     1823.000       62.065       37.935        0.547       99.453   4.7609E-01   9.0266E-02   1.4455E-01
     1823.000       62.160       37.840        0.548       99.452   4.7740E-01   9.0031E-02   1.4419E-01
     1823.000       62.255       37.745        0.549       99.451   4.7871E-01   8.9797E-02   1.4383E-01
     1823.000       62.349       37.651        0.550       99.450   4.8002E-01   8.9563E-02   1.4347E-01
     1823.000       62.444       37.556        0.551       99.449   4.8132E-01   8.9330E-02   1.4312E-01
     1823.000       62.539       37.461        0.552       99.448   4.8263E-01   8.9097E-02   1.4276E-01
     1823.000       62.634       37.366        0.553       99.447   4.8393E-01   8.8865E-02   1.4240E-01
     1823.000       62.728       37.272        0.554       99.446   4.8524E-01   8.8634E-02   1.4204E-01
     1823.000       62.823       37.177        0.555       99.445   4.8654E-01   8.8404E-02   1.4168E-01
     1823.000       62.917       37.083        0.556       99.444   4.8785E-01   8.8174E-02   1.4133E-01
     1823.000       63.012       36.988        0.557       99.443   4.8915E-01   8.7945E-02   1.4097E-01
     1823.000       63.106       36.894        0.558       99.442   4.9045E-01   8.7716E-02   1.4061E-01
     1823.000       63.201       36.799        0.559       99.441   4.9175E-01   8.7489E-02   1.4025E-01
     1823.000       63.295       36.705        0.560       99.440   4.9305E-01   8.7262E-02   1.3989E-01
     1823.000       63.389       36.611        0.561       99.439   4.9435E-01   8.7036E-02   1.3954E-01
     1823.000       63.484       36.516        0.562       99.438   4.9565E-01   8.6810E-02   1.3918E-01
     1823.000       63.578       36.422        0.563       99.437   4.9695E-01   8.6585E-02   1.3882E-01
     1823.000       63.672       36.328        0.564       99.436   4.9825E-01   8.6360E-02   1.3846E-01
     1823.000       63.766       36.234        0.565       99.435   4.9955E-01   8.6136E-02   1.3810E-01
     1823.000       63.860       36.140        0.566       99.434   5.0084E-01   8.5913E-02   1.3775E-01
     1823.000       63.954       36.046        0.567       99.433   5.0214E-01   8.5690E-02   1.3739E-01
     1823.000       64.048       35.952        0.568       99.432   5.0344E-01   8.5468E-02   1.3703E-01
     1823.000       64.141       35.859        0.569       99.431   5.0474E-01   8.5246E-02   1.3667E-01
     1823.000       64.235       35.765        0.570       99.430   5.0603E-01   8.5025E-02   1.3631E-01
     1823.000       64.329       35.671        0.571       99.429   5.0733E-01   8.4805E-02   1.3595E-01
     1823.000       64.423       35.577        0.572       99.428   5.0862E-01   8.4585E-02   1.3560E-01
     1823.000       64.516       35.484        0.573       99.427   5.0992E-01   8.4366E-02   1.3524E-01
     1823.000       64.610       35.390        0.574       99.426   5.1121E-01   8.4148E-02   1.3488E-01
     1823.000       64.703       35.297        0.575       99.425   5.1250E-01   8.3930E-02   1.3452E-01
     1823.000       64.797       35.203        0.576       99.424   5.1380E-01   8.3712E-02   1.3416E-01
     1823.000       64.890       35.110        0.577       99.423   5.1509E-01   8.3495E-02   1.3380E-01
     1823.000       64.983       35.017        0.578       99.422   5.1638E-01   8.3279E-02   1.3344E-01
     1823.000       65.077       34.923        0.579       99.421   5.1768E-01   8.3063E-02   1.3309E-01
     1823.000       65.170       34.830        0.580       99.420   5.1897E-01   8.2848E-02   1.3273E-01
     1823.000       65.263       34.737        0.581       99.419   5.2026E-01   8.2633E-02   1.3237E-01
     1823.000       65.356       34.644        0.582       99.418   5.2155E-01   8.2419E-02   1.3201E-01
     1823.000       65.449       34.551        0.583       99.417   5.2283E-01   8.2206E-02   1.3165E-01
     1823.000       65.542       34.458        0.584       99.416   5.2412E-01   8.1993E-02   1.3129E-01
     1823.000       65.635       34.365        0.585       99.415   5.2541E-01   8.1780E-02   1.3094E-01
     1823.000       65.728       34.272        0.586       99.414   5.2670E-01   8.1568E-02   1.3058E-01
     1823.000       65.821       34.179        0.587       99.413   5.2798E-01   8.1358E-02   1.3022E-01
     1823.000       65.913       34.087        0.588       99.412   5.2927E-01   8.1147E-02   1.2986E-01
     1823.000       66.006       33.994        0.589       99.411   5.3055E-01   8.0937E-02   1.2950E-01
     1823.000       66.099       33.901        0.590       99.410   5.3184E-01   8.0727E-02   1.2914E-01
     1823.000       66.191       33.809        0.591       99.409   5.3312E-01   8.0518E-02   1.2879E-01
     1823.000       66.284       33.716        0.592       99.408   5.3440E-01   8.0309E-02   1.2843E-01
     1823.000       66.376       33.624        0.593       99.407   5.3569E-01   8.0101E-02   1.2807E-01
     1823.000       66.469       33.531        0.594       99.406   5.3697E-01   7.9893E-02   1.2771E-01
     1823.000       66.561       33.439        0.595       99.405   5.3825E-01   7.9685E-02   1.2735E-01
     1823.000       66.654       33.346        0.596       99.404   5.3954E-01   7.9479E-02   1.2699E-01
     1823.000       66.746       33.254        0.597       99.403   5.4082E-01   7.9272E-02   1.2664E-01
     1823.000       66.838       33.162        0.598       99.402   5.4210E-01   7.9067E-02   1.2628E-01
     1823.000       66.930       33.070        0.599       99.401   5.4338E-01   7.8861E-02   1.2592E-01
