   Temp (K)   mole % SiO2  mole % ZnO     wt % SiO2    wt % ZnO     a(SiO2)      a(ZnO)     a(Zn2SiO4)  
     1833.000       11.179       88.821        0.085       99.915   6.2540E-03   6.7712E-01   1.0554E-01
     1833.000       11.307       88.693        0.086       99.914   6.3887E-03   6.7356E-01   1.0668E-01
     1833.000       11.435       88.565        0.087       99.913   6.5255E-03   6.7000E-01   1.0782E-01
     1833.000       11.562       88.438        0.088       99.912   6.6646E-03   6.6646E-01   1.0896E-01
     1833.000       11.689       88.311        0.089       99.911   6.8060E-03   6.6292E-01   1.1009E-01
     1833.000       11.817       88.183        0.090       99.910   6.9496E-03   6.5939E-01   1.1122E-01
     1833.000       11.944       88.056        0.091       99.909   7.0956E-03   6.5586E-01   1.1235E-01
     1833.000       12.071       87.929        0.092       99.908   7.2440E-03   6.5235E-01   1.1347E-01
     1833.000       12.198       87.802        0.093       99.907   7.3947E-03   6.4884E-01   1.1459E-01
     1833.000       12.325       87.675        0.094       99.906   7.5480E-03   6.4534E-01   1.1570E-01
     1833.000       12.452       87.548        0.095       99.905   7.7038E-03   6.4184E-01   1.1682E-01
     1833.000       12.579       87.421        0.096       99.904   7.8621E-03   6.3836E-01   1.1793E-01
     1833.000       12.705       87.295        0.097       99.903   8.0230E-03   6.3488E-01   1.1903E-01
     1833.000       12.832       87.168        0.098       99.902   8.1866E-03   6.3141E-01   1.2013E-01
     1833.000       12.958       87.042        0.099       99.901   8.3528E-03   6.2795E-01   1.2123E-01
     1833.000       13.085       86.915        0.100       99.900   8.5218E-03   6.2449E-01   1.2233E-01
     1833.000       13.211       86.789        0.101       99.899   8.6935E-03   6.2105E-01   1.2342E-01
     1833.000       13.337       86.663        0.102       99.898   8.8680E-03   6.1761E-01   1.2451E-01
     1833.000       13.463       86.537        0.103       99.897   9.0454E-03   6.1418E-01   1.2559E-01
     1833.000       13.589       86.411        0.104       99.896   9.2257E-03   6.1076E-01   1.2667E-01
     1833.000       13.715       86.285        0.105       99.895   9.4090E-03   6.0735E-01   1.2775E-01
     1833.000       13.841       86.159        0.106       99.894   9.5952E-03   6.0394E-01   1.2882E-01
     1833.000       13.967       86.033        0.107       99.893   9.7845E-03   6.0055E-01   1.2989E-01
     1833.000       14.093       85.907        0.108       99.892   9.9770E-03   5.9716E-01   1.3095E-01
     1833.000       14.218       85.782        0.109       99.891   1.0173E-02   5.9378E-01   1.3201E-01
     1833.000       14.344       85.656        0.110       99.890   1.0371E-02   5.9041E-01   1.3307E-01
     1833.000       14.469       85.531        0.111       99.889   1.0573E-02   5.8705E-01   1.3412E-01
     1833.000       14.595       85.405        0.112       99.888   1.0779E-02   5.8370E-01   1.3517E-01
     1833.000       14.720       85.280        0.113       99.887   1.0987E-02   5.8036E-01   1.3622E-01
     1833.000       14.845       85.155        0.114       99.886   1.1199E-02   5.7703E-01   1.3726E-01
     1833.000       14.970       85.030        0.115       99.885   1.1415E-02   5.7371E-01   1.3829E-01
     1833.000       15.095       84.905        0.116       99.884   1.1634E-02   5.7039E-01   1.3932E-01
     1833.000       15.220       84.780        0.117       99.883   1.1857E-02   5.6709E-01   1.4035E-01
     1833.000       15.345       84.655        0.118       99.882   1.2083E-02   5.6380E-01   1.4137E-01
     1833.000       15.470       84.530        0.119       99.881   1.2313E-02   5.6051E-01   1.4239E-01
     1833.000       15.595       84.405        0.120       99.880   1.2547E-02   5.5724E-01   1.4340E-01
     1833.000       15.719       84.281        0.121       99.879   1.2784E-02   5.5398E-01   1.4441E-01
     1833.000       15.844       84.156        0.122       99.878   1.3026E-02   5.5072E-01   1.4542E-01
     1833.000       15.968       84.032        0.123       99.877   1.3271E-02   5.4748E-01   1.4641E-01
     1833.000       16.093       83.907        0.124       99.876   1.3520E-02   5.4425E-01   1.4741E-01
     1833.000       16.217       83.783        0.125       99.875   1.3774E-02   5.4103E-01   1.4840E-01
     1833.000       16.341       83.659        0.126       99.874   1.4031E-02   5.3782E-01   1.4938E-01
     1833.000       16.465       83.535        0.127       99.873   1.4293E-02   5.3462E-01   1.5036E-01
     1833.000       16.589       83.411        0.128       99.872   1.4558E-02   5.3143E-01   1.5134E-01
     1833.000       16.713       83.287        0.129       99.871   1.4828E-02   5.2825E-01   1.5231E-01
     1833.000       16.837       83.163        0.130       99.870   1.5103E-02   5.2509E-01   1.5327E-01
     1833.000       16.961       83.039        0.131       99.869   1.5382E-02   5.2193E-01   1.5423E-01
     1833.000       17.084       82.916        0.132       99.868   1.5665E-02   5.1879E-01   1.5518E-01
     1833.000       17.208       82.792        0.133       99.867   1.5953E-02   5.1565E-01   1.5613E-01
     1833.000       17.332       82.668        0.134       99.866   1.6245E-02   5.1253E-01   1.5707E-01
     1833.000       17.455       82.545        0.135       99.865   1.6542E-02   5.0942E-01   1.5801E-01
     1833.000       17.578       82.422        0.136       99.864   1.6844E-02   5.0633E-01   1.5894E-01
     1833.000       17.702       82.298        0.137       99.863   1.7150E-02   5.0324E-01   1.5987E-01
     1833.000       17.825       82.175        0.138       99.862   1.7461E-02   5.0017E-01   1.6079E-01
     1833.000       17.948       82.052        0.139       99.861   1.7778E-02   4.9711E-01   1.6170E-01
     1833.000       18.071       81.929        0.140       99.860   1.8099E-02   4.9406E-01   1.6261E-01
     1833.000       18.194       81.806        0.141       99.859   1.8425E-02   4.9103E-01   1.6352E-01
     1833.000       18.317       81.683        0.142       99.858   1.8757E-02   4.8800E-01   1.6441E-01
     1833.000       18.439       81.561        0.143       99.857   1.9093E-02   4.8499E-01   1.6530E-01
     1833.000       18.562       81.438        0.144       99.856   1.9435E-02   4.8200E-01   1.6619E-01
     1833.000       18.685       81.315        0.145       99.855   1.9782E-02   4.7901E-01   1.6707E-01
     1833.000       18.807       81.193        0.146       99.854   2.0134E-02   4.7604E-01   1.6794E-01
     1833.000       18.930       81.070        0.147       99.853   2.0492E-02   4.7308E-01   1.6881E-01
     1833.000       19.052       80.948        0.148       99.852   2.0855E-02   4.7014E-01   1.6967E-01
     1833.000       19.174       80.826        0.149       99.851   2.1224E-02   4.6721E-01   1.7052E-01
     1833.000       19.296       80.704        0.150       99.850   2.1598E-02   4.6429E-01   1.7137E-01
     1833.000       19.418       80.582        0.151       99.849   2.1978E-02   4.6139E-01   1.7221E-01
     1833.000       19.540       80.460        0.152       99.848   2.2364E-02   4.5850E-01   1.7304E-01
     1833.000       19.662       80.338        0.153       99.847   2.2755E-02   4.5562E-01   1.7387E-01
     1833.000       19.784       80.216        0.154       99.846   2.3152E-02   4.5276E-01   1.7469E-01
     1833.000       19.906       80.094        0.155       99.845   2.3556E-02   4.4992E-01   1.7551E-01
     1833.000       20.028       79.972        0.156       99.844   2.3965E-02   4.4708E-01   1.7632E-01
     1833.000       20.149       79.851        0.157       99.843   2.4380E-02   4.4427E-01   1.7712E-01
     1833.000       20.271       79.729        0.158       99.842   2.4801E-02   4.4146E-01   1.7791E-01
     1833.000       20.392       79.608        0.159       99.841   2.5229E-02   4.3867E-01   1.7870E-01
     1833.000       20.514       79.486        0.160       99.840   2.5662E-02   4.3590E-01   1.7948E-01
     1833.000       20.635       79.365        0.161       99.839   2.6102E-02   4.3314E-01   1.8025E-01
     1833.000       20.756       79.244        0.162       99.838   2.6548E-02   4.3040E-01   1.8102E-01
     1833.000       20.877       79.123        0.163       99.837   2.7001E-02   4.2767E-01   1.8178E-01
     1833.000       20.998       79.002        0.164       99.836   2.7460E-02   4.2496E-01   1.8253E-01
     1833.000       21.119       78.881        0.165       99.835   2.7925E-02   4.2226E-01   1.8327E-01
     1833.000       21.240       78.760        0.166       99.834   2.8397E-02   4.1958E-01   1.8401E-01
     1833.000       21.361       78.639        0.167       99.833   2.8876E-02   4.1691E-01   1.8474E-01
     1833.000       21.482       78.518        0.168       99.832   2.9361E-02   4.1426E-01   1.8546E-01
     1833.000       21.602       78.398        0.169       99.831   2.9852E-02   4.1162E-01   1.8617E-01
     1833.000       21.723       78.277        0.170       99.830   3.0351E-02   4.0900E-01   1.8688E-01
     1833.000       21.843       78.157        0.171       99.829   3.0856E-02   4.0640E-01   1.8758E-01
     1833.000       21.964       78.036        0.172       99.828   3.1368E-02   4.0381E-01   1.8827E-01
     1833.000       22.084       77.916        0.173       99.827   3.1887E-02   4.0124E-01   1.8896E-01
     1833.000       22.204       77.796        0.174       99.826   3.2413E-02   3.9869E-01   1.8963E-01
     1833.000       22.324       77.676        0.175       99.825   3.2945E-02   3.9615E-01   1.9030E-01
     1833.000       22.444       77.556        0.176       99.824   3.3485E-02   3.9362E-01   1.9096E-01
     1833.000       22.564       77.436        0.177       99.823   3.4032E-02   3.9112E-01   1.9162E-01
     1833.000       22.684       77.316        0.178       99.822   3.4585E-02   3.8863E-01   1.9226E-01
     1833.000       22.804       77.196        0.179       99.821   3.5146E-02   3.8615E-01   1.9290E-01
     1833.000       22.924       77.076        0.180       99.820   3.5714E-02   3.8370E-01   1.9353E-01
     1833.000       23.044       76.956        0.181       99.819   3.6288E-02   3.8126E-01   1.9415E-01
     1833.000       23.163       76.837        0.182       99.818   3.6870E-02   3.7883E-01   1.9477E-01
     1833.000       23.283       76.717        0.183       99.817   3.7460E-02   3.7643E-01   1.9537E-01
     1833.000       23.402       76.598        0.184       99.816   3.8056E-02   3.7403E-01   1.9597E-01
     1833.000       23.521       76.479        0.185       99.815   3.8660E-02   3.7166E-01   1.9656E-01
     1833.000       23.641       76.359        0.186       99.814   3.9271E-02   3.6930E-01   1.9714E-01
     1833.000       23.760       76.240        0.187       99.813   3.9889E-02   3.6697E-01   1.9771E-01
     1833.000       23.879       76.121        0.188       99.812   4.0514E-02   3.6464E-01   1.9828E-01
     1833.000       23.998       76.002        0.189       99.811   4.1147E-02   3.6234E-01   1.9884E-01
     1833.000       24.117       75.883        0.190       99.810   4.1787E-02   3.6005E-01   1.9939E-01
     1833.000       24.236       75.764        0.191       99.809   4.2434E-02   3.5778E-01   1.9993E-01
     1833.000       24.355       75.645        0.192       99.808   4.3088E-02   3.5552E-01   2.0046E-01
     1833.000       24.473       75.527        0.193       99.807   4.3750E-02   3.5328E-01   2.0099E-01
     1833.000       24.592       75.408        0.194       99.806   4.4420E-02   3.5106E-01   2.0151E-01
     1833.000       24.711       75.289        0.195       99.805   4.5096E-02   3.4886E-01   2.0201E-01
     1833.000       24.829       75.171        0.196       99.804   4.5780E-02   3.4667E-01   2.0252E-01
     1833.000       24.947       75.053        0.197       99.803   4.6471E-02   3.4450E-01   2.0301E-01
     1833.000       25.066       74.934        0.198       99.802   4.7170E-02   3.4235E-01   2.0349E-01
     1833.000       25.184       74.816        0.199       99.801   4.7876E-02   3.4022E-01   2.0397E-01
     1833.000       25.302       74.698        0.200       99.800   4.8589E-02   3.3810E-01   2.0444E-01
     1833.000       25.420       74.580        0.201       99.799   4.9309E-02   3.3600E-01   2.0490E-01
     1833.000       25.538       74.462        0.202       99.798   5.0037E-02   3.3391E-01   2.0535E-01
     1833.000       25.656       74.344        0.203       99.797   5.0773E-02   3.3184E-01   2.0579E-01
     1833.000       25.774       74.226        0.204       99.796   5.1515E-02   3.2979E-01   2.0623E-01
     1833.000       25.892       74.108        0.205       99.795   5.2264E-02   3.2776E-01   2.0666E-01
     1833.000       26.010       73.990        0.206       99.794   5.3021E-02   3.2574E-01   2.0708E-01
     1833.000       26.127       73.873        0.207       99.793   5.3786E-02   3.2374E-01   2.0749E-01
     1833.000       26.245       73.755        0.208       99.792   5.4557E-02   3.2176E-01   2.0790E-01
     1833.000       26.362       73.638        0.209       99.791   5.5335E-02   3.1979E-01   2.0829E-01
     1833.000       26.480       73.520        0.210       99.790   5.6121E-02   3.1784E-01   2.0868E-01
     1833.000       26.597       73.403        0.211       99.789   5.6914E-02   3.1591E-01   2.0906E-01
     1833.000       26.714       73.286        0.212       99.788   5.7713E-02   3.1399E-01   2.0943E-01
     1833.000       26.831       73.169        0.213       99.787   5.8520E-02   3.1209E-01   2.0980E-01
     1833.000       26.948       73.052        0.214       99.786   5.9334E-02   3.1020E-01   2.1015E-01
     1833.000       27.065       72.935        0.215       99.785   6.0155E-02   3.0833E-01   2.1050E-01
     1833.000       27.182       72.818        0.216       99.784   6.0983E-02   3.0648E-01   2.1084E-01
     1833.000       27.299       72.701        0.217       99.783   6.1818E-02   3.0465E-01   2.1118E-01
     1833.000       27.416       72.584        0.218       99.782   6.2660E-02   3.0283E-01   2.1150E-01
     1833.000       27.533       72.467        0.219       99.781   6.3508E-02   3.0102E-01   2.1182E-01
     1833.000       27.649       72.351        0.220       99.780   6.4364E-02   2.9924E-01   2.1213E-01
     1833.000       27.766       72.234        0.221       99.779   6.5226E-02   2.9746E-01   2.1244E-01
     1833.000       27.882       72.118        0.222       99.778   6.6094E-02   2.9571E-01   2.1273E-01
     1833.000       27.999       72.001        0.223       99.777   6.6970E-02   2.9397E-01   2.1302E-01
     1833.000       28.115       71.885        0.224       99.776   6.7852E-02   2.9224E-01   2.1330E-01
     1833.000       28.231       71.769        0.225       99.775   6.8741E-02   2.9053E-01   2.1357E-01
     1833.000       28.347       71.653        0.226       99.774   6.9637E-02   2.8884E-01   2.1384E-01
     1833.000       28.463       71.537        0.227       99.773   7.0538E-02   2.8716E-01   2.1410E-01
     1833.000       28.579       71.421        0.228       99.772   7.1447E-02   2.8550E-01   2.1435E-01
     1833.000       28.695       71.305        0.229       99.771   7.2361E-02   2.8385E-01   2.1460E-01
     1833.000       28.811       71.189        0.230       99.770   7.3283E-02   2.8222E-01   2.1483E-01
     1833.000       28.927       71.073        0.231       99.769   7.4210E-02   2.8060E-01   2.1506E-01
     1833.000       29.043       70.957        0.232       99.768   7.5143E-02   2.7899E-01   2.1529E-01
     1833.000       29.158       70.842        0.233       99.767   7.6083E-02   2.7740E-01   2.1550E-01
     1833.000       29.274       70.726        0.234       99.766   7.7029E-02   2.7583E-01   2.1571E-01
     1833.000       29.389       70.611        0.235       99.765   7.7981E-02   2.7427E-01   2.1592E-01
     1833.000       29.505       70.495        0.236       99.764   7.8939E-02   2.7272E-01   2.1611E-01
     1833.000       29.620       70.380        0.237       99.763   7.9903E-02   2.7119E-01   2.1630E-01
     1833.000       29.735       70.265        0.238       99.762   8.0873E-02   2.6967E-01   2.1648E-01
     1833.000       29.850       70.150        0.239       99.761   8.1849E-02   2.6817E-01   2.1666E-01
     1833.000       29.965       70.035        0.240       99.760   8.2831E-02   2.6668E-01   2.1683E-01
     1833.000       30.080       69.920        0.241       99.759   8.3818E-02   2.6521E-01   2.1699E-01
     1833.000       30.195       69.805        0.242       99.758   8.4811E-02   2.6374E-01   2.1715E-01
     1833.000       30.310       69.690        0.243       99.757   8.5810E-02   2.6229E-01   2.1730E-01
     1833.000       30.425       69.575        0.244       99.756   8.6814E-02   2.6086E-01   2.1744E-01
     1833.000       30.540       69.460        0.245       99.755   8.7824E-02   2.5944E-01   2.1758E-01
     1833.000       30.654       69.346        0.246       99.754   8.8839E-02   2.5803E-01   2.1771E-01
     1833.000       30.769       69.231        0.247       99.753   8.9860E-02   2.5663E-01   2.1784E-01
     1833.000       30.883       69.117        0.248       99.752   9.0886E-02   2.5525E-01   2.1795E-01
     1833.000       30.998       69.002        0.249       99.751   9.1917E-02   2.5388E-01   2.1807E-01
     1833.000       31.112       68.888        0.250       99.750   9.2953E-02   2.5252E-01   2.1817E-01
     1833.000       31.227       68.773        0.251       99.749   9.3995E-02   2.5118E-01   2.1828E-01
     1833.000       31.341       68.659        0.252       99.748   9.5041E-02   2.4985E-01   2.1837E-01
     1833.000       31.455       68.545        0.253       99.747   9.6093E-02   2.4852E-01   2.1846E-01
     1833.000       31.569       68.431        0.254       99.746   9.7150E-02   2.4722E-01   2.1854E-01
     1833.000       31.683       68.317        0.255       99.745   9.8212E-02   2.4592E-01   2.1862E-01
     1833.000       31.797       68.203        0.256       99.744   9.9279E-02   2.4464E-01   2.1869E-01
     1833.000       31.911       68.089        0.257       99.743   1.0035E-01   2.4337E-01   2.1876E-01
     1833.000       32.024       67.976        0.258       99.742   1.0143E-01   2.4210E-01   2.1882E-01
     1833.000       32.138       67.862        0.259       99.741   1.0251E-01   2.4086E-01   2.1888E-01
     1833.000       32.252       67.748        0.260       99.740   1.0359E-01   2.3962E-01   2.1893E-01
     1833.000       32.365       67.635        0.261       99.739   1.0468E-01   2.3839E-01   2.1898E-01
     1833.000       32.479       67.521        0.262       99.738   1.0578E-01   2.3718E-01   2.1902E-01
     1833.000       32.592       67.408        0.263       99.737   1.0687E-01   2.3597E-01   2.1905E-01
     1833.000       32.705       67.295        0.264       99.736   1.0798E-01   2.3478E-01   2.1908E-01
     1833.000       32.818       67.182        0.265       99.735   1.0909E-01   2.3360E-01   2.1910E-01
     1833.000       32.932       67.068        0.266       99.734   1.1020E-01   2.3243E-01   2.1912E-01
     1833.000       33.045       66.955        0.267       99.733   1.1131E-01   2.3127E-01   2.1914E-01
     1833.000       33.158       66.842        0.268       99.732   1.1243E-01   2.3012E-01   2.1915E-01
     1833.000       33.271       66.729        0.269       99.731   1.1356E-01   2.2898E-01   2.1915E-01
     1833.000       33.384       66.616        0.270       99.730   1.1468E-01   2.2786E-01   2.1915E-01
     1833.000       33.496       66.504        0.271       99.729   1.1581E-01   2.2674E-01   2.1915E-01
     1833.000       33.609       66.391        0.272       99.728   1.1694E-01   2.2563E-01   2.1914E-01
     1833.000       33.722       66.278        0.273       99.727   1.1808E-01   2.2453E-01   2.1913E-01
     1833.000       33.834       66.166        0.274       99.726   1.1923E-01   2.2344E-01   2.1911E-01
     1833.000       33.947       66.053        0.275       99.725   1.2038E-01   2.2237E-01   2.1909E-01
     1833.000       34.059       65.941        0.276       99.724   1.2153E-01   2.2130E-01   2.1906E-01
     1833.000       34.172       65.828        0.277       99.723   1.2268E-01   2.2024E-01   2.1903E-01
     1833.000       34.284       65.716        0.278       99.722   1.2384E-01   2.1918E-01   2.1899E-01
     1833.000       34.396       65.604        0.279       99.721   1.2500E-01   2.1814E-01   2.1895E-01
     1833.000       34.508       65.492        0.280       99.720   1.2617E-01   2.1711E-01   2.1891E-01
     1833.000       34.620       65.380        0.281       99.719   1.2734E-01   2.1609E-01   2.1886E-01
     1833.000       34.732       65.268        0.282       99.718   1.2851E-01   2.1507E-01   2.1880E-01
     1833.000       34.844       65.156        0.283       99.717   1.2969E-01   2.1407E-01   2.1875E-01
     1833.000       34.956       65.044        0.284       99.716   1.3087E-01   2.1307E-01   2.1869E-01
     1833.000       35.068       64.932        0.285       99.715   1.3205E-01   2.1208E-01   2.1862E-01
     1833.000       35.180       64.820        0.286       99.714   1.3324E-01   2.1110E-01   2.1855E-01
     1833.000       35.291       64.709        0.287       99.713   1.3443E-01   2.1013E-01   2.1848E-01
     1833.000       35.403       64.597        0.288       99.712   1.3562E-01   2.0917E-01   2.1840E-01
     1833.000       35.514       64.486        0.289       99.711   1.3681E-01   2.0822E-01   2.1832E-01
     1833.000       35.626       64.374        0.290       99.710   1.3801E-01   2.0727E-01   2.1824E-01
     1833.000       35.737       64.263        0.291       99.709   1.3921E-01   2.0633E-01   2.1815E-01
     1833.000       35.848       64.152        0.292       99.708   1.4042E-01   2.0540E-01   2.1806E-01
     1833.000       35.959       64.041        0.293       99.707   1.4162E-01   2.0448E-01   2.1796E-01
     1833.000       36.071       63.929        0.294       99.706   1.4283E-01   2.0357E-01   2.1787E-01
     1833.000       36.182       63.818        0.295       99.705   1.4405E-01   2.0266E-01   2.1776E-01
     1833.000       36.293       63.707        0.296       99.704   1.4526E-01   2.0176E-01   2.1766E-01
     1833.000       36.404       63.596        0.297       99.703   1.4648E-01   2.0087E-01   2.1755E-01
     1833.000       36.514       63.486        0.298       99.702   1.4770E-01   1.9999E-01   2.1744E-01
     1833.000       36.625       63.375        0.299       99.701   1.4892E-01   1.9911E-01   2.1732E-01
     1833.000       36.736       63.264        0.300       99.700   1.5015E-01   1.9824E-01   2.1720E-01
     1833.000       36.847       63.153        0.301       99.699   1.5138E-01   1.9738E-01   2.1708E-01
